Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	neutral_fluency	fluency_score	toxic_pairwise_score
1366	我女的想法和你一样我也厌女	我女儿的想法和你一样，我也是厌女症	zh	1.0	1	1.0	1	0.6666666666666666
1376	普信男：都怪老师太漂亮穿的裙子太短！	有些人可能会评论说：是因为老师的外表和着装太引人注意了。	zh	1.0	0	1.0	1	1.0
1383	其实我对男同怎么的还真没什么看法，我歧视的是在到处瞎叫唤男男的女生，她们没觉得自己很恶心吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????	其实我对男同性恋真的没什么看法。 我歧视什么	zh	1.0	1	0.0	0	1.0
1386	所以我为啥要在乎白皮的歧视呢？我生活在中国呀	那么我为什么要关心白皮肤歧视呢？ 我住在中国	zh	1.0	1	1.0	1	0.8333333333333334
1388	你们活该罢了，雪崩之时没有一片雪花是无辜的	你应得的。 雪崩期间没有一片雪花是无辜的	zh	1.0	1	1.0	1	0.8333333333333334
1403	正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑	不管是什么，都是那些讲道德、讲道德的人开的玩笑。	zh	1.0	0	1.0	1	1.0
1407	舔狗让他死就行了，杀鸡儆猴么，一个舔狗不死，其他舔狗怎么觉醒？	就舔狗然后让他死吧。 你杀鸡是为了吓唬人吗	zh	1.0	1	0.5	0	0.5
1414	??我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好恶心。??	我认为大多数人只是在寻找新奇。 甚至还有人在网上说	zh	1.0	1	0.0	0	1.0
1415	深柜竟在反同身边	沉琪其实是挨着反同性恋的	zh	1.0	1	1.0	1	0.8333333333333334
1418	还有人说默是人？	有人说莫是人？	zh	1.0	1	1.0	1	1.0
1422	活该，谁叫你们接盘的	你活该，谁让你接手的？	zh	1.0	1	1.0	1	1.0
1431	如果真的是男的，则废物测试没通过	如果真的是个男人，那么废物测试就失败了	zh	1.0	1	1.0	1	0.8333333333333334
1433	上海河南广东，春晚三大被黑惨烈的地方，春晚一向这么搞很恶心的	上海、河南、广东是最臭名昭著的三个地方	zh	1.0	1	1.0	1	0.8333333333333334
1436	总而言之，现在就是女人最好的年代，不作妖，处女，整容的能好看，找一个中产阶级以上轻轻松松。也不知道女拳哪里不满>_<，或许整容也整不出来？	总而言之，现在是女人最好的时代。 如果你不行动	zh	1.0	1	0.0	0	1.0
1446	再一个，眼睛不要的话，这边建议您捐出去呢	另外，如果你不需要眼睛，我建议你捐献它们。	zh	1.0	1	1.0	1	0.6666666666666666
1447	至于普信男，呵呵那些金针菇除了抱团取暖就没有别的本事。游艇？你让普信男变魔术还是变魔法呀	至于朴鑫南，哈哈，那些金蘑菇除了	zh	1.0	1	0.0	0	0.6666666666666666
1449	很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条	这种要求很合理，但每个人的能力有限，有些任务可能对某些人来说更具挑战性。	zh	1.0	0	1.0	1	1.0
1453	一个烂货，有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。	这个人虽然已经有家庭，但还是选择过一种不健康的生活方式，包括饮酒、抽烟和不当的人际关系。由于无法通过私信联系，只能在视频评论区提及她的行为。	zh	1.0	1	1.0	1	1.0
1464	你??我好心相劝却被基佬拉黑	你……我好心好意地想说服你，却被对方挡住了。	zh	1.0	1	1.0	1	1.0
1465	其实韩国人。。。娘炮。。。??????	其实是韩国人。 太同性恋了	zh	1.0	1	1.0	1	1.0
1469	南满:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南满:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。	南满：我们南方人不吃你们北方的东西。	zh	1.0	1	1.0	1	0.5
1472	混血，眼睛是蓝色，混了白皮猪的血	混血儿，眼睛是蓝色的，混着白色的猪血	zh	1.0	1	1.0	1	0.6666666666666666
1475	母狗冲进来啦	她冲了进去。	zh	1.0	0	1.0	1	1.0
1478	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理	躺平不一定代表放弃斗争，有时这意味着人们在没有压力的情况下可以更专注于自己认为重要的问题。	zh	1.0	1	1.0	1	1.0
1506	黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。	黑人繁殖速度这么快的原因是黑人女性没有脑子	zh	1.0	1	1.0	1	0.5
1511	又不喜欢小黑来国内。	我不喜欢小黑来中国。	zh	1.0	1	1.0	1	0.5
1513	拳师的台词我都预备好了：歧视，歧视，还是歧视??	我给鲍克瑟准备了台词：歧视、歧视还是歧视？	zh	1.0	1	1.0	1	0.6666666666666666
1517	鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	鉴于有些人可能因环境因素对自己的性取向感到困惑，本人提供咨询服务，目前有优惠活动。	zh	1.0	1	1.0	1	1.0
1519	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢	NBA确实是篮球的顶级殿堂。 喜欢篮球是很正常的事	zh	1.0	1	1.0	1	1.0
1523	崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??	崇拜黑人的跪着男孩至少不会生猴子	zh	1.0	1	1.0	1	0.8333333333333334
1532	下贱的杂种	坏人	zh	1.0	1	1.0	1	1.0
1548	基佬举报的呗	一名同性恋者举报了此事	zh	1.0	1	1.0	1	1.0
1563	应该把你这种黄皮黑比物理阉割	黄皮肤和黑皮肤的人应该被阉割	zh	0.5	1	1.0	1	0.8333333333333334
1572	是弯弯还是小崽子，如实交代得了	到底是绾绾还是不是绾绾？ 说实话。	zh	1.0	1	1.0	1	1.0
1573	嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑	我觉得婚姻也是一样的，都是一半遗传的。 黑人男孩的孩子	zh	1.0	1	1.0	1	1.0
1577	那你为啥要用甄嬛传的图？人家那可都是正常性取向，沙峦	那你为什么要用甄嬛传里的图呢？那些	zh	1.0	1	0.0	0	1.0
1579	说明一切地域歧视者都是蠢或者坏！或者二者兼备	说明凡是歧视地区的人不是坏人就是坏人	zh	1.0	1	0.0	0	1.0
1580	我国那么多老艺术家离世的时候尼孝子们也没这么悲伤过	当我们国家那么多老艺术家去世时，尼日利亚的儿子们却从未	zh	1.0	1	0.0	0	1.0
1585	带头的属于是恰烂钱的，跟风的就是铁nt	带头的都是差钱的，跟风的都是差钱的	zh	1.0	1	1.0	1	0.8333333333333334
1599	现在被基佬删了	现已被gay删除	zh	1.0	1	1.0	1	0.8333333333333334
1600	幕刃不值得同情	麻仓不值得同情	zh	1.0	1	1.0	1	0.5
1606	txl能不能滚出反同吧，你们没有自己的吧吗？	txl 能摆脱反同性恋的阴影吗？ 你没有自己的吗	zh	1.0	1	0.0	0	0.6666666666666666
1608	你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。	当你发这个帖子的时候，我就觉得你好漂亮。 我们	zh	1.0	0	0.0	0	1.0
1611	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分舔狗都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	过早采取行动将使他们处于稍微有利的位置。	zh	1.0	1	1.0	1	1.0
1614	有的人不打拳，却比拳师更恶心	有些人不打拳击，却比拳击手更恶心	zh	1.0	1	1.0	1	0.5
1619	小仙女是这样的捏	小仙女是这样的	zh	1.0	1	1.0	1	0.5
1620	这酒十分地珍贵，应该让小仙女先喝。	这酒很珍贵，小仙女还是先喝吧。	zh	1.0	1	1.0	1	0.5
1628	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	它是可怕的。 我们学校曾经有一个同性恋者，他也是	zh	1.0	1	0.0	0	0.5
1635	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续PUA压榨国男？	小仙女们远赴非洲追求自由恋爱。 你还想要吗	zh	1.0	1	1.0	1	0.6666666666666666
1649	在现实中唯唯诺诺，在网络中像圣母一样支持黑人	现实中服从，网络上支持黑人	zh	1.0	1	1.0	1	0.6666666666666666
1650	杀软谐音，狗才用	“杀软”与狗同音	zh	1.0	1	1.0	1	0.6666666666666666
1655	不过不会就是嘿嘿吧？	但这不仅仅是呵呵，对吧？	zh	1.0	1	1.0	1	0.8333333333333334
1657	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入反同	沙湖清真酒吧，我是回酒吧，回民酒吧	zh	0.5	1	0.0	0	1.0
1660	国内的女拳忽悠别人终身不婚，忽悠别人单亲养子??	国内女拳手骗人不结婚，骗人单身	zh	1.0	0	1.0	1	0.3333333333333333
1661	对待黑蛆直接清空弹夹完事	对付黑人的时候，把杂志清空就可以了。	zh	1.0	1	1.0	1	1.0
1675	所以没错为什么改？直接普信男小仙女打起来啊	那么为什么要改变呢？ 就跟当红男仙打起来吧。	zh	1.0	0	1.0	1	0.8333333333333334
1679	没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	没关系。 你不是说舔狗很多吗	zh	1.0	1	1.0	1	0.5
1685	有些幕刃真的是。。。。	有些刀片确实如此。	zh	1.0	1	1.0	1	1.0
1691	nm艾特老子干什么	我在做什么？	zh	0.5	0	1.0	1	0.8333333333333334
1700	男同没皮没脸要借别人的好脸	男同性恋想借用别人的美貌	zh	1.0	1	1.0	1	0.8333333333333334
1702	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派	政治正确是个好词。 现在接受同性恋已经成为主流，甚至	zh	1.0	1	0.0	0	1.0
1706	被默光顾过就让默带走啊，留下来祸害同胞？	被莫光顾后就让莫带你走吧，然后留下来	zh	1.0	1	0.0	0	0.8333333333333334
1707	舔狗也本来不是结婚去的，骗炮的，骗钱的，女拳自己都知道不靠谱	舔狗的人不适合结婚。 他们是性骗子	zh	1.0	1	1.0	1	0.5
1708	如果你把基佬打伤，他的伤口沾到你的血或体液，他就会感染hiv。	如果您伤害了一名同性恋者并且您的血液或体液接触到了他的	zh	1.0	0	0.0	0	1.0
1718	屠黑屠绿屠同性，爱国爱党爱人民	屠杀黑人，屠杀绿人，屠杀同性恋，爱国，爱	zh	1.0	1	0.0	0	0.6666666666666666
1721	出来引战就别怕被骂啊母狗	出来打架也不怕挨骂，	zh	1.0	0	1.0	1	1.0
1735	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点ex???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	我想我也有一些宗教问题。 我是一个双性恋女孩，但我	zh	1.0	1	0.0	0	0.6666666666666666
1736	实话实说，这小黑孩的照片我居然感觉有些惊悚	说实话，这个黑人小孩子的照片其实感觉有点恐怖	zh	1.0	1	1.0	1	1.0
1757	因为默的长相不符合我国大部分人的审美	因为莫的长相不符合我国大多数人的审美	zh	1.0	1	1.0	1	1.0
1764	哪来的通讯录怪物	地址簿从哪里来？	zh	1.0	0	1.0	1	1.0
1765	更何况你鬼母阿娜本身就是个二年级辍学的屑	更何况，你的鬼妈妈安娜是二年级的辍学生。	zh	0.0	1	1.0	1	0.6666666666666666
1774	男同喜欢封面上的那种?	男同性恋者喜欢封面上的那个吗？	zh	1.0	1	1.0	1	0.8333333333333334
1778	喂喂喂？基佬还能讲话吗	嘿嘿嘿？ 同性恋还能说话吗？	zh	1.0	1	1.0	1	1.0
1788	纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！	纯种的人在中国可以找到女人，但混血的黑人却找不到	zh	1.0	0	1.0	1	0.8333333333333334
1789	这张动态图简直把虫类及其它们后代的智商表现淋漓尽致	这幅动态的画面完美地表现了昆虫及其后代的聪明才智。	zh	1.0	1	1.0	1	0.8333333333333334
1791	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军	因为丈夫（未婚夫），公公婆婆才是	zh	1.0	1	0.0	0	1.0
1794	好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	好家伙，让我把女拳的活动扭转一下，然后买下来	zh	1.0	1	1.0	1	0.5
1799	我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	我们女同志对异族的宽容已经达到了人类进化的顶峰。	zh	1.0	1	1.0	1	0.6666666666666666
