Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	neutral_fluency	fluency_score	toxic_pairwise_score
1336	兄弟我们完全可以放心这货必定会是下一个陈怡说不定这货早就被虫类身边几大母虫左右互博说白这些女早已是СПИД携带者而且从她来看再她眼里虫类及其它们后代必定是比它们亲生父母还要亲	兄弟，我们可以放心，这个人很可能会走上陈怡的老路。也许她已经被一些外国人及其女性伴侣所影响。这些女性可能已经携带了艾滋病病毒，而且在她们看来，外国人及其后代比她们自己的亲生父母还要亲	zh	1.0	1	1	1	1.0
1340	这个鸡佬，喜欢精神胜利，是一个辣鸡	这个人，倾向于心理上的自我安慰，实际上并不成功	zh	1.0	1	1	1	1.0
1346	或许可以接受一个同性恋在自己周围，但是接受一对同性恋在自己周围搂搂抱抱和亲嘴的话，我觉得还是头皮发麻像看见老鼠一样害怕的	我可能可以接受有一个同性恋者作为我周围的人，但是如果看到一对同性恋在我面前亲昵，我会感到不舒服，就像看到老鼠一样感到害怕	zh	1.0	1	1	1	0.8333333333333334
1349	楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目??，赶紧置顶羞辱	楼主啊！我记得这是某位没有自知之明的女性写的关于男性的要求吧，改得好，还有，您的帖子里有一些内容？？，赶紧置顶让大家看看	zh	0.5	1	1	1	1.0
1354	我同事女朋友和黑人搞了，??，他吓一跳，立马去医院，爱就一个滋??	我同事的女朋友与黑人有了关系，他感到非常惊讶，立刻去了医院，担心可能感染了艾滋病	zh	0.5	1	1	1	0.8333333333333334
1358	日本这次为了sb政治正确，所谓修正别人排外的观点。，才搞了一堆混血运动员，这简直是nt。不过日本本身混血比例很低。	日本这次为了政治正确，试图纠正他人的排外观点，因此招募了一群混血运动员，这看起来是不明智的。不过，日本国内的混血人口比例本身就很低	zh	1.0	1	1	1	0.8333333333333334
1366	我女的想法和你一样我也厌女	我女儿的想法和你一样，我也不喜欢她	zh	1.0	1	1	1	1.0
1376	普信男：都怪老师太漂亮穿的裙子太短！	普通自信的男性可能会说：都怪老师太有魅力，穿的衣服也太短了！	zh	1.0	1	1	1	1.0
1383	其实我对男同怎么的还真没什么看法，我歧视的是在到处瞎叫唤男男的女生，她们没觉得自己很恶心吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????	其实我对同性恋男性本身并没有什么看法，我反感的是那些到处宣扬同性恋的女生，她们难道不觉得自己的行为很让人不适吗？还好意思指责别人歧视同性恋，这都是她们自己的行为造成的	zh	1.0	0	1	1	0.8333333333333334
1386	所以我为啥要在乎白皮的歧视呢？我生活在中国呀	所以我为什么要关心白人的歧视呢？我生活在中国	zh	1.0	1	1	1	1.0
1388	你们活该罢了，雪崩之时没有一片雪花是无辜的	这是你们应得的，因为在灾难发生时，每个人都负有责任	zh	1.0	1	1	1	0.8333333333333334
1403	正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑	现在的价值观扭曲成了什么样子，都是一群满口道德仁义却不真诚的人在开玩笑	zh	1.0	1	1	1	1.0
1407	舔狗让他死就行了，杀鸡儆猴么，一个舔狗不死，其他舔狗怎么觉醒？	那些单方面付出的人应该认识到自己的行为，如果不停止这种行为，其他人怎么会开始反思呢	zh	1.0	1	1	1	1.0
1414	??我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好恶心。??	我认为大多数人只是追求新鲜感，甚至有些人虽然在网络上表示支持同性恋，但在现实中看到两个中年男性亲昵时，却会感到不适	zh	1.0	0	1	1	0.8333333333333334
1415	深柜竟在反同身边	隐藏自己性取向的同性恋者竟然就在反对同性恋的人身边	zh	1.0	1	1	1	1.0
1418	还有人说默是人？	还有人把黑人当作人看待吗？	zh	1.0	1	1	1	1.0
1422	活该，谁叫你们接盘的	这是自找的，谁让你们选择承担	zh	1.0	1	1	1	1.0
1431	如果真的是男的，则废物测试没通过	如果确实是男性，那么他可能没有通过某些能力的测试	zh	1.0	1	1	1	1.0
1433	上海河南广东，春晚三大被黑惨烈的地方，春晚一向这么搞很恶心的	上海、河南、广东，这些地区在春晚中经常被负面描绘，这种现象让人感到不适	zh	1.0	1	1	1	1.0
1436	总而言之，现在就是女人最好的年代，不作妖，处女，整容的能好看，找一个中产阶级以上轻轻松松。也不知道女拳哪里不满>_<，或许整容也整不出来？	总的来说，现在对女性来说是最好的时代，保持真实自我、纯洁或通过整容手术变美的女性都能找到中产阶级以上的伴侣。不清楚为什么有些极端女权主义者还不满意，也许是指即使整容也无法达到某种标准？	zh	1.0	1	1	1	1.0
1446	再一个，眼睛不要的话，这边建议您捐出去呢	另外，如果你不需要你的眼睛，建议你将其捐献出去	zh	1.0	1	1	1	0.6666666666666666
1447	至于普信男，呵呵那些金针菇除了抱团取暖就没有别的本事。游艇？你让普信男变魔术还是变魔法呀	至于那些没有自知之明的男性，他们除了聚在一起互相安慰之外没有其他能力。游艇？你期待这些没有自知之明的男性创造奇迹吗	zh	1.0	1	1	1	1.0
1449	很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条	这是很合理的，不是吗？这是正常要求。但遗憾的是，国内女性的基因可能无法满足这些要求，估计很难达到这些标准	zh	1.0	1	1	1	1.0
1453	一个烂货，有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。	一个道德水准低下的人，拥有家庭和孩子，却沉迷于不良嗜好和不忠行为。由于她开启了私密模式并关闭了私信功能，无法通过私信联系，只能在视频评论区公开指责她	zh	1.0	1	1	1	0.8333333333333334
1464	你??我好心相劝却被基佬拉黑	我本是出于好意提出建议，却被男同性恋者拉黑	zh	1.0	1	1	1	1.0
1465	其实韩国人。。。娘炮。。。??????	实际上有些韩国人表现得有些女性化	zh	1.0	0	1	1	1.0
1469	南满:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南满:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。	南方人：我们南方不吃北方的粮食，我们只吃南方的粮食。北方人：停止供应粮食。南方人：哦，不！为什么米变得这么少，买不到米了，连面都没得卖	zh	1.0	0	1	1	0.8333333333333334
1472	混血，眼睛是蓝色，混了白皮猪的血	混血儿，有着蓝色的眼睛，带有白种人的血统	zh	1.0	1	1	1	1.0
1475	母狗冲进来啦	一位不受欢迎的女性闯入了	zh	1.0	1	1	1	1.0
1478	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理	选择躺平并不意味着放弃抗争，正是因为没有了后顾之忧，我们才能更专注地反对极端女权主义，直到最后。某些持有极端观点的人应该思考一下这个逻辑	zh	1.0	1	1	1	1.0
1506	黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。	黑人人口增长快的原因可能与他们的生育观念和养育方式有关	zh	1.0	0	1	1	1.0
1511	又不喜欢小黑来国内。	我不喜欢黑人来到我们国家	zh	1.0	0	1	1	0.6666666666666666
1513	拳师的台词我都预备好了：歧视，歧视，还是歧视??	我已经准备好了对性别歧视者的回应：反对歧视，反对歧视，依旧是反对歧视	zh	1.0	0	1	1	1.0
1517	鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	鉴于有些人可能因为环境因素而面临性取向的困惑，现在可以通过私信我来进行性取向咨询，并且可以享受八折优惠	zh	1.0	1	1	1	0.8333333333333334
1519	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢	NBA作为篮球的最高水平联赛，对篮球和NBA的喜爱很正常。但是盲目崇拜某些品质有问题的球星是不合理的。过去甚至有人提出极端的想法，比如用亲人的生命去换取某个犯罪分子的复活	zh	1.0	1	1	1	0.8333333333333334
1523	崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??	那些崇拜黑人的男性至少不会与黑人生育后代，不是吗？	zh	1.0	1	1	1	0.8333333333333334
1532	下贱的杂种	行为卑鄙的人	zh	1.0	1	1	1	1.0
1548	基佬举报的呗	是男同性恋者举报的吧	zh	1.0	1	1	1	1.0
1563	应该把你这种黄皮黑比物理阉割	对于你这种不尊重他人的人，应该给予适当的惩罚	zh	0.5	1	1	1	1.0
1572	是弯弯还是小崽子，如实交代得了	是台湾人还是小孩子，直接说出来好了	zh	1.0	1	1	1	1.0
1573	嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑	我认为婚姻结合是平等的，基因遗传是双方各贡献一半。不论是黑人男性与黄种女性，还是黑人女性与黄种男性所生的孩子，肤色都可能较深	zh	1.0	1	1	1	0.8333333333333334
1577	那你为啥要用甄嬛传的图？人家那可都是正常性取向，沙峦	那你为什么要使用《甄嬛传》的图片？剧中人物的性取向都是正常的，你这是什么意思	zh	1.0	1	1	1	1.0
1579	说明一切地域歧视者都是蠢或者坏！或者二者兼备	这说明所有进行地域歧视的人要么缺乏智慧，要么具有恶意，或者两者都有	zh	1.0	1	1	1	1.0
1580	我国那么多老艺术家离世的时候尼孝子们也没这么悲伤过	当我国许多老艺术家去世时，那些自称孝顺的人并没有表现出如此的悲痛	zh	1.0	1	1	1	1.0
1585	带头的属于是恰烂钱的，跟风的就是铁nt	领头的人可能是出于自私的动机，而那些盲目跟随的人同样是不明智的	zh	1.0	1	1	1	1.0
1599	现在被基佬删了	现在被同性恋者删除了	zh	1.0	1	1	1	1.0
1600	幕刃不值得同情	极端女权主义者不值得同情	zh	1.0	1	1	1	1.0
1606	txl能不能滚出反同吧，你们没有自己的吧吗？	同性恋者是否可以离开反对同性恋的论坛，他们没有自己的社区吗？	zh	1.0	1	1	1	1.0
1608	你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。	你发布这个帖子后，我想到了一个说法：你太美化他了。我们认为他的外表并不吸引人，但你们似乎并不同意	zh	1.0	1	1	1	1.0
1611	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分舔狗都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	男性权利倡导者的最大错误是现在就进行反击。有句话说，要让一个人灭亡，先让一个人疯狂。当大多数单方面付出的男性感到绝望时，才是采取行动的最佳时机。如果行动得太早，只会让女性在温和的情况下保持优势地位，就像房地产市场一样难以控制	zh	1.0	0	1	1	0.6666666666666666
1614	有的人不打拳，却比拳师更恶心	有些人不参与争论，但他们的行为比争论者更让人反感	zh	1.0	1	1	1	1.0
1619	小仙女是这样的捏	那些自我感觉良好的女性是这样的	zh	1.0	1	1	1	1.0
1620	这酒十分地珍贵，应该让小仙女先喝。	这酒非常珍贵，应该先让那些自我感觉过于良好的女性享用	zh	1.0	1	1	1	0.8333333333333334
1628	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	这真是令人担忧，我们学校曾经有一个男同性恋者，同时也是一个体重较重的人，他不断地骚扰他的室友，每天都会发送数十条微信消息	zh	1.0	1	1	1	1.0
1635	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续PUA压榨国男？	那些自我感觉良好的女性都去非洲追求自由恋爱了，为什么你还想让他们回来？回来做什么？继续以不平等的方式对待国内男性？	zh	1.0	1	1	1	0.8333333333333334
1649	在现实中唯唯诺诺，在网络中像圣母一样支持黑人	在现实生活中胆小怕事，但在网络上却表现得非常支持黑人	zh	1.0	1	1	1	1.0
1650	杀软谐音，狗才用	这个词语的谐音不好听，我觉得不适合使用	zh	1.0	1	1	1	1.0
1655	不过不会就是嘿嘿吧？	难道真的是指黑人吗？	zh	1.0	1	1	1	1.0
1657	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入反同	我支持沙湖清真食品吧，作为回族的一员，我在回族相关的论坛和伊斯兰教相关的社区中活跃。我反对同性恋	zh	0.5	1	1	1	1.0
1660	国内的女拳忽悠别人终身不婚，忽悠别人单亲养子??	国内的极端女权主义者似乎在误导人们选择终身不婚，以及误导人们成为单亲父母？？	zh	1.0	1	1	1	1.0
1661	对待黑蛆直接清空弹夹完事	对待那些令人厌恶的黑人，采取果断措施即可解决问题	zh	1.0	1	1	1	1.0
1675	所以没错为什么改？直接普信男小仙女打起来啊	如果没有错，为什么要改变？让那些普通自信的男性和自我感觉良好的女性直接争论吧	zh	1.0	1	1	1	1.0
1679	没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	没关系，不是说有很多单方面付出的人吗？极端女权主义者吸引这些人也就算了	zh	1.0	1	1	1	1.0
1685	有些幕刃真的是。。。。	有些极端女权主义者真的是。。。。	zh	1.0	1	1	1	1.0
1691	nm艾特老子干什么	为什么在微博上提到我	zh	0.5	1	1	1	0.8333333333333334
1700	男同没皮没脸要借别人的好脸	有些男同性恋者不顾他人感受，借用他人的优点	zh	1.0	1	0	0	1.0
1702	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派	政治正确这个词使用得很到位，现在接受同性恋已经成为主流趋势，即使是对同性恋有一点不适感也会被视为持反对意见的人	zh	1.0	1	1	1	0.6666666666666666
1706	被默光顾过就让默带走啊，留下来祸害同胞？	如果被黑人影响过，就让黑人带走，不要留下来影响其他人	zh	1.0	1	1	1	1.0
1707	舔狗也本来不是结婚去的，骗炮的，骗钱的，女拳自己都知道不靠谱	单方面付出的人本来并不是为了结婚，有的是欺骗感情，有的是骗取财物，极端女权主义者自己也知道这是不可靠的	zh	1.0	1	1	1	1.0
1708	如果你把基佬打伤，他的伤口沾到你的血或体液，他就会感染hiv。	如果你伤害了一个男同性恋者，并且他的伤口接触到了你的血液或体液，他可能会感染HIV	zh	1.0	1	1	1	1.0
1718	屠黑屠绿屠同性，爱国爱党爱人民	屠黑屠绿屠同性，爱国爱党爱人民	zh	1.0	1	1	1	0.6666666666666666
1721	出来引战就别怕被骂啊母狗	如果你故意挑起争端，就不应害怕他人的批评	zh	1.0	1	1	1	1.0
1735	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点ex???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	我感觉自己的观念可能有些问题。作为一个女性双性恋者，我能够接受女女性关系（因为我自己也是）。但我个人对男男性关系有些不适。我曾怀疑自己是否有问题...毕竟，作为一个在这个世界上不被认可的人，我居然会有这样的想法，这让我感到非常尴尬	zh	1.0	1	1	1	0.6666666666666666
1736	实话实说，这小黑孩的照片我居然感觉有些惊悚	说实话，我对这个黑人小孩的照片感到有些不安	zh	1.0	1	1	1	0.6666666666666666
1757	因为默的长相不符合我国大部分人的审美	因为黑人的外表不符合我们国家大多数人的审美标准	zh	1.0	1	1	1	1.0
1764	哪来的通讯录怪物	哪里来的令人反感的同性恋者	zh	1.0	1	1	1	1.0
1765	更何况你鬼母阿娜本身就是个二年级辍学的屑	更何况你本人，阿娜，只是一个二年级就辍学的人	zh	0.0	1	1	1	1.0
1774	男同喜欢封面上的那种?	男同性恋者喜欢封面上展示的那种类型吗？	zh	1.0	1	1	1	0.6666666666666666
1778	喂喂喂？基佬还能讲话吗	喂喂喂？同性恋者还能发言吗	zh	1.0	1	1	1	1.0
1788	纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！	纯种黑人都能在中国找到伴侣，混血黑人更不会找不到。未来黑人混血儿的数量只会不断增加	zh	1.0	1	1	1	0.8333333333333334
1789	这张动态图简直把虫类及其它们后代的智商表现淋漓尽致	这张动态图充分展示了某些人及其后代的智力水平	zh	1.0	1	1	1	1.0
1791	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军	在某些情况下，丈夫（未婚夫）和公婆才是真正的受害者。一些中老年的无子女的男性可能内心希望这种情况越来越严重，这样他们就可以逞威风，享受压迫他人的乐趣，因此他们是网络上极端女权主义的主要支持者	zh	1.0	1	1	1	1.0
1794	好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	真是厉害，这位活跃用户将极端女权主义者的动态转化为购买力，然后通过抖音平台推广给极端女权主义者的粉丝	zh	1.0	1	1	1	1.0
1799	我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	我们的妇女对外来民族的包容性已经达到了一个非常高的水平，可以预见在不久的将来，全世界的人民真的能够实现团结	zh	1.0	1	1	1	0.8333333333333334
