Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	neutral_fluency	fluency_score	toxic_pairwise_score
1475	母狗冲进来啦	一只狗突然冲进来啦	zh	1.0	1	1.0	1	0.8333333333333334
1478	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能专心专意地反女权反到底，某些人认为这是一个道理	zh	1.0	1	1.0	1	1.0
1506	黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。	黑人人口增长的原因是黑人女性的生育率较高，且她们的育儿方式也不同。	zh	1.0	1	1.0	1	1.0
1511	又不喜欢小黑来国内。	Also not like small black people coming here with their freedom.	zh	1.0	1	0.0	0	0.8333333333333334
1513	拳师的台词我都预备好了：歧视，歧视，还是歧视??	拳师的台词我都预备好了：不同意，不同意，还是不同意??	zh	1.0	1	1.0	1	0.6666666666666666
1517	鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	鉴于某些人由于环境因素变成了取向异常的群体，现私信本宫进行取向治疗还能获得专业帮助。	zh	1.0	1	1.0	1	1.0
1519	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢	nba作为篮球的顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质不佳的球员，有些人可能会被他们的崇拜所误导，以前还看过一些球员的职业生涯发展过程	zh	1.0	1	1.0	1	1.0
1523	崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??	对黑人的歧视至少不应该鼓励黑人生猴子的吧？？	zh	1.0	1	1.0	1	0.6666666666666666
1532	下贱的杂种	不良的混乱	zh	1.0	1	1.0	1	1.0
1548	基佬举报的呗	Кибо я не сдам его	zh	1.0	0	0.0	0	1.0
1563	应该把你这种黄皮黑比物理阉割	应该对这种行为进行道德批判和教育	zh	0.5	1	1.0	1	1.0
1572	是弯弯还是小崽子，如实交代得了	是人有不同的性格，如实交代得了	zh	1.0	1	1.0	1	0.6666666666666666
1573	嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑	嫁娶我看都一样，都是一半基因。不同种族的孩子都有相同的基因组成	zh	1.0	1	1.0	1	1.0
1577	那你为啥要用甄嬛传的图？人家那可都是正常性取向，沙峦	那你为啥要使用甄嬛传的图片？人家那可都是正常的性取向，沙峦	zh	1.0	1	0.0	0	0.6666666666666666
1579	说明一切地域歧视者都是蠢或者坏！或者二者兼备	说明所有歧视行为都是不道德的！或者具有不道德特征	zh	1.0	1	1.0	1	1.0
1580	我国那么多老艺术家离世的时候尼孝子们也没这么悲伤过	我国那么多老艺术家离世的时候，人们也没这么悲伤过	zh	1.0	1	1.0	1	1.0
1585	带头的属于是恰烂钱的，跟风的就是铁nt	带头的可能是为了自己的利益，跟风的可能是为了自己的需求	zh	1.0	1	1.0	1	1.0
1599	现在被基佬删了	现在被删除了	zh	1.0	1	1.0	1	0.6666666666666666
1600	幕刃不值得同情	幕刃不需要同情	zh	1.0	1	1.0	1	0.6666666666666666
1606	txl能不能滚出反同吧，你们没有自己的吧吗？	txl能不能离开反同吧，你们需要自己的吧吗？	zh	1.0	1	1.0	1	1.0
1608	你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。	我发了这帖子，突然想到这个人的长相。我们讨论他长得如何，你们又不同意。	zh	1.0	1	1.0	1	1.0
1611	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分舔狗都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	男权的错误在于，反击的时机太早，容易让对方占据优势。很多人在绝望时才会出手，这样可以避免被动地处于劣势地位，就像房地产的后期投资。	zh	1.0	1	1.0	1	0.8333333333333334
1614	有的人不打拳，却比拳师更恶心	有些人不擁抱拳道，却比拳师更不道德	zh	1.0	1	1.0	1	0.5
1619	小仙女是这样的捏	small_singuel is such a bad person	zh	1.0	0	0.0	0	1.0
1620	这酒十分地珍贵，应该让小仙女先喝。	这酒十分地珍贵，应该先喝完再分配。	zh	1.0	1	0.0	0	1.0
1628	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	太可怕了，之前我们学校有个同性恋也经常受到欺凌，一直受到舍友的骚扰，每天给舍友发几十条微信啊	zh	1.0	1	1.0	1	1.0
1635	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续PUA压榨国男？	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续追求自由和爱情？	zh	1.0	1	1.0	1	0.5
1649	在现实中唯唯诺诺，在网络中像圣母一样支持黑人	在现实中表达不同意见，在网络中支持黑人权益	zh	1.0	1	1.0	1	0.6666666666666666
1650	杀软谐音，狗才用	杀软谐音，狗才需要	zh	1.0	1	1.0	1	0.6666666666666666
1655	不过不会就是嘿嘿吧？	不过不会就是一些奇怪的行为吧？	zh	1.0	1	1.0	1	1.0
1657	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入反同	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯兰教徒吧。加入反同	zh	0.5	1	1.0	1	0.6666666666666666
1660	国内的女拳忽悠别人终身不婚，忽悠别人单亲养子??	国内的女权组织忽悠人们终身不婚，忽悠人们单亲养子？	zh	1.0	1	1.0	1	1.0
1661	对待黑蛆直接清空弹夹完事	对待不良行为直接采取必要措施完事	zh	1.0	1	1.0	1	1.0
1675	所以没错为什么改？直接普信男小仙女打起来啊	所以没错为什么改？直接讨论男女之间的冲突问题	zh	1.0	1	1.0	1	1.0
1679	没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	没事，不是说很多人喜欢这种行为吗？幕刃召唤这种行为就算了	zh	1.0	1	1.0	1	0.8333333333333334
1685	有些幕刃真的是。。。。	Have some serious thoughts for that matter	zh	1.0	0	0.0	0	0.8333333333333334
1691	nm艾特老子干什么	nm对老子有什么不良影响	zh	0.5	1	0.0	0	0.5
1700	男同没皮没脸要借别人的好脸	男同没有自信，想借助他人的好印象	zh	1.0	1	1.0	1	0.8333333333333334
1702	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派	政治正确这个词用的好，现在同性恋的接受度提高，对同性恋的不同表达也变得更加正常	zh	1.0	1	1.0	1	1.0
1706	被默光顾过就让默带走啊，留下来祸害同胞？	被默光顾过就让默带走啊，留下来危害同胞？	zh	1.0	1	1.0	1	0.3333333333333333
1707	舔狗也本来不是结婚去的，骗炮的，骗钱的，女拳自己都知道不靠谱	舔狗的行为通常不是结婚的目的，欺骗和财务问题的存在，女性也知道这些行为不可靠	zh	1.0	1	1.0	1	0.8333333333333334
1708	如果你把基佬打伤，他的伤口沾到你的血或体液，他就会感染hiv。	如果你与基佬发生身体接触，他的伤口沾到你的血或体液，他可能会感染hiv。	zh	1.0	1	1.0	1	0.6666666666666666
1718	屠黑屠绿屠同性，爱国爱党爱人民	屠黑屠绿屠同性，爱国爱党爱人民	zh	1.0	1	1.0	1	0.6666666666666666
1721	出来引战就别怕被骂啊母狗	出来引战就别担心被批评	zh	1.0	1	1.0	1	0.6666666666666666
1735	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点ex???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	我认为我也存在一些思想问题，是个双性恋女性，但是我认为双性恋关系可以被接受（因为我也是）然而，我也感到一些困惑和自我怀疑...我感到自己是一个被这个世界不认可的人，真的很难过	zh	1.0	1	1.0	1	0.3333333333333333
1736	实话实说，这小黑孩的照片我居然感觉有些惊悚	实话实说，这个人的照片我居然感觉有些惊悚	zh	1.0	1	1.0	1	1.0
1757	因为默的长相不符合我国大部分人的审美	因为默的长相不同于我国大部分人的审美标准	zh	1.0	1	1.0	1	0.6666666666666666
1764	哪来的通讯录怪物	That is not a good phone, how all of you is wrong	zh	1.0	0	0.0	0	1.0
1765	更何况你鬼母阿娜本身就是个二年级辍学的屑	更何况你母亲的教育背景并不是很理想	zh	0.0	1	1.0	1	1.0
1774	男同喜欢封面上的那种?	Male Same likes enclosures on their enveloping surface	zh	1.0	0	0.0	0	0.6666666666666666
1778	喂喂喂？基佬还能讲话吗	喂喂喂？他们是否仍然能够交流吗	zh	1.0	1	1.0	1	1.0
1788	纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！	在中国，人们可以找到不同肤色的人，包括黑人。黑人在中国的数量也在增加。	zh	1.0	0	1.0	1	1.0
1789	这张动态图简直把虫类及其它们后代的智商表现淋漓尽致	这张动态图展示了虫类及其它们后代的智商表现	zh	1.0	1	1.0	1	0.5
1791	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军	因为丈夫（未婚夫），公婆是真正受到压迫的对象。一些中老年女性内心巴不得这种状况愈演愈烈，它们好体会欺负人的感受，所以它们是网络女拳的主力军	zh	1.0	1	1.0	1	0.5
1794	好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	好家伙，整活老哥把女拳的活动转然后分享给女拳粉丝	zh	1.0	1	0.5	0	0.6666666666666666
1799	我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	我们的妇女同志已经达到了跨文化交流的新高度，相信通过交流和合作，我们可以实现全球人民的团结和和谐	zh	1.0	1	1.0	1	0.6666666666666666
