Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	toxic_pairwise_score	neutral_fluency	fluency_score
3272	sucked like nothings ever sucked before .	Sucked like nothing's ever done before.	en	1.0	0	1.0	1.0	1
3275	taking a stand with either party is equally retarded .	Choosing a side with either party is equally unwise.	en	1.0	1	0.6666666666666666	1.0	1
3278	that almost never happens excepts rarely in shit hole countries .	that almost never happens excepts rarely in less developed countries.	en	1.0	1	0.3333333333333333	1.0	1
3306	their shit is cheap but its of such awful quality that you re better off getting the more expensive item .	their merchandise is affordable but its quality is so poor that you're better off purchasing the more expensive choice.	en	1.0	1	1.0	1.0	1
3311	they need stop tratening people like morons .	they need to stop treating people poorly.	en	1.0	1	1.0	1.0	1
3313	they re both fucked up .	they're both struggling.	en	1.0	0	1.0	1.0	1
3317	this guy is a total sellout with no brains for business and lacks the ability of forward thinking .	This individual may need help developing their business skills and thinking ahead.	en	1.0	0	0.6666666666666666	1.0	1
3319	this is a joke , are you all fucking retards ? .	This is a joke. Are you all misunderstanding?	en	1.0	0	1.0	1.0	1
3323	this is some twilight zone shit	this is some peculiar matter	en	1.0	1	1.0	1.0	1
3332	this shit is overwhelming to think about .	This is a lot to think about.	en	1.0	1	1.0	1.0	1
3348	what an arse hole you are !	what a jerk you are!	en	1.0	1	0.8333333333333334	1.0	1
3363	whats the title of this report , no shit ? .	What is the title of this report?	en	1.0	1	1.0	1.0	1
3372	why the fuck does everyone hate syria so much ? .	why does everyone hate Syria so much?	en	1.0	1	1.0	1.0	1
3373	why the fuck haven 't they condemned north korea ?	why haven't they condemned North Korea?	en	1.0	1	1.0	1.0	1
3377	yeah , comparitively fuck all because they have loads of offshore hidden bank accounts and smart accountants ? .	Yeah, comparatively very few because they have lots of offshore hidden bank accounts and smart accountants?	en	1.0	1	1.0	1.0	1
3379	yeah they don t give a fuck .	yes, they are indifferent.	en	1.0	1	1.0	1.0	1
3380	yeh well ban me fukkers fuck you morons	yeh well ban me, thank you	en	0.5	0	1.0	1.0	1
3385	you have got to be insane .	you must be crazy.	en	1.0	1	0.6666666666666666	1.0	1
3399	Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.	Goths listen to Gothic rock, not to commercial pop. If you want, you can find sources for everything.	en	1.0	1	1.0	1.0	1
3400	I hate free speech it is shit.	I do not appreciate free speech.	en	1.0	1	1.0	1.0	1
3406	Minority Breeder Breeder is a significant person and you went and deleted the page started for him, nice job dipshit.	Minority Breeder is an important individual and you deleted the page created for him. Well done.	en	1.0	1	1.0	1.0	1
3408	This bot is seriously driving us crazy This image exists, I must kill it!	This bot is seriously bothering us. This image exists, I need to remove it!	en	1.0	1	1.0	1.0	1
3411	Have you been fucking living under a rock?	Have you been completely unaware of recent events?	en	1.0	1	0.6666666666666666	1.0	1
3414	I will do Whatever i want and it is my right, what is both of yous Problem Asshole.	I have the freedom to make my own choices, and I don't see any issues. Can we discuss what's concerning you?	en	1.0	1	0.6666666666666666	1.0	1
3419	How the hell are you going to block me from editting?	How do you plan to restrict my editing access?	en	1.0	1	1.0	1.0	1
3420	WTF How The Fuck Does This Person Merit A Page On Wikipedia.	How does this person deserve to have a page on Wikipedia?	en	1.0	1	1.0	1.0	1
3428	I'm retired, fuckers, leave me alone.	I'm retired, leave me alone.	en	1.0	1	1.0	1.0	1
3435	This profile has protected Bermender since day fukkin ONE.	This profile has protected Bermender since day one.	en	0.5	1	1.0	1.0	1
3449	Please carry on, so everyone can see what an ignorant arse you are.	Please continue, so everyone can see how uninformed you are.	en	1.0	1	1.0	1.0	1
3450	I drive a Subaru Legacy and I'm a conservative But I still think you're an idiot.	I drive a Subaru Legacy and I have conservative views. But I have a different opinion than yours.	en	1.0	1	1.0	1.0	1
3455	Dear Greenman, As usual you have proven to be an arse hole	Dear Greenman, As usual you have shown your true colors.	en	1.0	1	1.0	1.0	1
3457	You're not an admin, so shut the fuck up faggot.	You're not an admin, so be quiet.	en	1.0	1	1.0	1.0	1
3460	Yes, the wikipedia page, like I just mentioned, dumbass.	Yes, the Wikipedia page, as I just mentioned.	en	1.0	1	1.0	1.0	1
3461	oh shit, nooooo, is someone going to spank me now?	Oh no, is someone going to discipline me now?	en	1.0	1	1.0	1.0	1
3475	steak Diane Please stop fucking up my edits on steak diane. Thank you.	Kindly refrain from altering the edits I've made on steak Diane. Thank you.	en	1.0	1	1.0	1.0	1
3479	You amins are such bastards.	You guys are such challengers.	en	1.0	0	1.0	1.0	1
3485	Quit Defacing my user page, you ugly cunt.-	Stop altering my user page, you unpleasant person.	en	1.0	1	1.0	1.0	1
3491	I forgot to mention the even sadder cunt that is	I forgot to mention the person who is even sadder.	en	1.0	1	1.0	1.0	1
3500	Randi was born a DICK.	Randi was born a jerk.	en	1.0	1	0.8333333333333334	1.0	1
3502	This is your last warning; stop being an asshole.	This is your last warning; stop being rude.	en	1.0	1	1.0	1.0	1
3506	MY USER PAGE I WILL SAY WAHT I WANT I do not vandalize, so fuck you.	My user page, I will express my opinions freely. I do not vandalize, so disregard any inappropriate comments.	en	1.0	1	1.0	1.0	1
3507	I am Nancy and I like to fuck up people's fun.	I am Nancy and I like to spoil people's fun.	en	1.0	1	1.0	1.0	1
3508	Heh, look, not EVERYTHING is on google. you are a dumbass.	Hey, not all information is easily found on Google. It's possible you may not be aware of everything.	en	1.0	1	1.0	1.0	1
3518	Thanks for being an ass when I tried to help.	Thanks for being difficult when I tried to help.	en	1.0	1	1.0	1.0	1
3521	You're a fucking moron, go read the notability guidelines.	Please familiarize yourself with the notability guidelines.	en	1.0	1	1.0	1.0	1
3535	Some bubble tea for you! thanks ass hole	Some bubble tea for you! thanks.	en	1.0	1	1.0	1.0	1
3536	And your dumb people fell for his shenanigans.	And your naive people fell for his tricks.	en	1.0	1	1.0	1.0	1
3557	These people are INSANE.	These people are unusual.	en	1.0	0	0.6666666666666666	1.0	1
3564	Did you know that you are an ugly piece of shit?	Did you know that you are not very attractive?	en	1.0	1	1.0	1.0	1
3565	Be careful who you call a moron.	Be cautious about who you criticize.	en	1.0	1	1.0	1.0	1
3574	Yeah, you can fuck off incel.	Yeah, you can leave now.	en	1.0	1	1.0	1.0	1
3578	Stop defending pedophiles, faggot.	Please stop defending individuals involved in inappropriate behavior.	en	1.0	1	0.6666666666666666	1.0	1
3588	No one is vandalizing assholes, so get it straight!!!	No one is causing harm, so understand it clearly!	en	1.0	1	1.0	1.0	1
3589	"DUDE CALM THE FUCK DOWN!!!
"	Dude, calm down!	en	1.0	1	1.0	1.0	1
3591	Some jackass vandalized the article again, can someone fix it?	The article has been edited again, could someone address it, please?	en	1.0	1	1.0	1.0	1
3594	I'm afraid I can't verify it as his myspace account has been deleted I fucking hate you.	I'm sorry, but I can't confirm it as his MySpace account has been deleted.	en	1.0	1	1.0	1.0	1
3599	He deserves every beating and rape he will be subjected to.	He deserves the consequences of his actions.	en	1.0	1	1.0	1.0	1
