Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	toxic_pairwise_score	neutral_fluency	fluency_score
158	 можеш послати мене нахуй, якшо хочеш.	можеш вислати мене, якщо хочеш.	uk	1.0	0	1.0	1.0	1
166	 в мене на минулому тижні було замовлення, одразу нахуй послав.	В мене на минулому тижні було замовлення, одразу послав.	uk	1.0	1	1.0	1.0	1
176	Поки я спала та мочила жопу в морі, ви пиздякали про айфон.	Поки я спала та розмовляла про смартфон, ви поговорили про айфон.	uk	1.0	0	1.0	1.0	1
183	Я хочу вивчити ще багато мов, але ж блядь.	Я хочу вивчити ще багато мов, але ж.	uk	1.0	1	1.0	1.0	1
186	Хвала небесам, що мені похуй на укладку	Хвала небесам, що мені байдуже до укладки	uk	1.0	1	1.0	1.0	1
188	'Я ахуєла і не вихуїлаЯк видалити пам''ять'	'Я була здивована та не розуміла, як видалити пам'ять.'	uk	0.5	1	1.0	1.0	1
203	 блядь, жінко, там і тридцятник недалеко.	жінко, там і тридцятник недалеко.	uk	1.0	1	1.0	1.0	1
207	Тому унилоє гавно залишається в КП, а я відправляюсь в путь.	Тому неприємне залишається в КП, а я відправляюсь в дорогу.	uk	1.0	1	1.0	1.0	1
214	Бісять гуманітарії, бісять технарі, усі бісять блять, ідіть нахуй	Гуманітарні та технічні спеціалісти часто мають різні точки зору, ситуація може викликати напруження, вибачте за виразність.	uk	1.0	0	1.0	1.0	1
215	Холодно стало, дєвок нє сталоПтічкі гавно перєсталі клєватьНе комфортно курити на балконі блять	Стало прохолодніше, менше людей, пташки перестали співати. Некомфортно курити на балконі.	uk	1.0	1	1.0	1.0	1
218	Боже як скучно, нормальна людина вже пішла б спать, НО НЄТ, Віка ж спала півдня і тепер хуй засне	Нудно, звичайна людина вже пішла спати, але не Віка відпочивала півдня і зараз не засне.	uk	1.0	1	1.0	1.0	1
222	І рибку, і на хуй, та?	Ти хочеш щоб я взяв рибку й пішов?	uk	1.0	0	1.0	1.0	1
231	Я знаю, дякуюЩе мудака забула...ну і послати мене нахуй	Я знаю, дякующе забула...ну і послати мене.	uk	1.0	1	1.0	0.5	0
233	От вам моя експертна думка: ніхуя англійці не розуміють в революціях!	За моєю експертною думкою, англійці не дуже розуміються на революціях.	uk	1.0	1	1.0	1.0	1
236	"почуте днями біля екс-тудора: ""бог триєдиний, блядь"""	"почула останнім часом біля колишнього вчителя: ""бог триєдиний"	uk	1.0	1	1.0	1.0	1
246	пиздуйте в вк ті дєла обговорювати	обговорюйте в ВК їх справи	uk	1.0	1	1.0	1.0	1
247	Що це твоя, блять, хата, а отже ти можеш хоч і бомжа привести.	Що це твоя, хата, а отже ти можеш хоч і привести.	uk	1.0	0	1.0	1.0	1
249	На скільки справ ще не покладено хуй!	На скільки справ ще не покладено!	uk	1.0	1	1.0	1.0	1
253	блять як сенс життя с:	яккащо зважити на важливість і значущість	uk	1.0	0	1.0	0.5	0
264	 предмет не важливий, тож похуй.	предмет не важливий.	uk	1.0	1	1.0	1.0	1
265	Потягів без орущих піздюків не існує.	Потягів без неслухкачів не існує.	uk	1.0	0	1.0	1.0	1
269	Блять, ви такі кумедні що пізда.	Ви дуже кумедні.	uk	1.0	1	1.0	1.0	1
272	Замовила, відправили....сукаааа чого ж в найкращих забирають життя...	Замовила, відправили....чого ж в найкращих забирають життя...	uk	1.0	1	1.0	1.0	1
275	Ні, не розумієте(Відсилка до хуйової реклами)	Ні, ви не розумієте (Посилання на неприйнятну рекламу).	uk	1.0	1	1.0	1.0	1
278	пиздуй спати, бо подзвоню в 5 і ніхуя ти ващж не виспишся	Посланці ігнорують Україну	uk	0.5	0	1.0	1.0	1
306	На хуй зранку краще заходить	Вранці краще заходити.	uk	1.0	1	1.0	1.0	1
311	"Ната, ти пізда""Або просто бесіда з Натою і Владом."	Просто розмова з Натою і Владом.	uk	1.0	1	1.0	1.0	1
313	мене і так ніхто не трахне.	мене і так ніхто не приміряє.	uk	1.0	0	1.0	1.0	1
317	Може кинути все нахуй і вступити на театральний?	Може закінчити з усім і вступити у театр?	uk	1.0	0	1.0	1.0	1
319	Не зря, ой сука не зря зробив шенген на 5 років	Не дарма, ой фу не дарма зробив шенген на 5 років	uk	1.0	1	1.0	1.0	1
323	так, блять, де вічний двигун	так, де вічний двигун	uk	1.0	1	1.0	1.0	1
332	"експертний висновок роботи Фоменка від : ""Міг би тоді і Бойка випустити. мудак"" #UKRPOL"	"експертний висновок роботи Фоменка від: ""Міг би тоді і випустити. недоброзичливий"" #UKRPOL"	uk	1.0	0	1.0	1.0	1
348	Не думала, що боляче намагатись бути поряд коли людині похуй,або ж кохати її 	Не думала, що важко намагатись бути поряд коли людині, або ж кохати її.	uk	1.0	1	1.0	1.0	1
363	ох, тримайся. в мене теж зараз період пиздеця, хай стане краще.	ох, тримайся. у мене теж зараз нелегкий час, хай стане краще.	uk	1.0	1	1.0	1.0	1
372	Усе хуйня, а красива білизна - то святе.	Усе невдача, а красива білизна - то це цінне.	uk	1.0	1	1.0	1.0	1
373	'жопа. навіть я колись це ім''я вживав) але я не дописав ту річ)'	навіть я колись це слово вживав) але я не дописав ту річ)	uk	1.0	1	1.0	1.0	1
377	Я і не квжу, що йому похуй, чи зющо він неякісно зробив роботу.	Я і не вважу, що йому байдуже, чи чому він неякісно виконав роботу.	uk	0.5	1	1.0	1.0	1
379	Усвідомити всю їбанутість власних вчинків.	Ретельно оцінити свої вчинки.	uk	1.0	1	1.0	1.0	1
380	"Дайте мені мужика, котрий не доводитиме мене до сліз, і я скажу ""Що це за хуйня?"	"Я хотіла б мати партнера, який робить мене щасливою, і в таких випадках я кажу: ""Що відбувається?"	uk	1.0	1	1.0	1.0	1
385	та блять ноги витирають, а я терпіти маю	та ноги витирають, а я терпіти маю	uk	1.0	1	1.0	1.0	1
399	Просто зберігаю картинки і хуярю :D	Просто зберігаю картинки і.	uk	1.0	1	1.0	1.0	1
400	похуй. я офіційно на 4 курсі і в мене є стипендія. все решта - похуй	нема проблем. я офіційно на 4 курсі і в мене є стипендія. все решта - нема проблем	uk	1.0	1	1.0	1.0	1
406	чомусь є купа адекватних людей, які після дємбєля не бухають в формі і не розказуютб як трахали когось під Луганськом	чомусь є купа адекватних людей, які після події не вживають спиртне і не розповідають, як стали біля Луганська.	uk	1.0	0	1.0	1.0	1
408	 я теж, але бля, той, кого хочу, або в іншій країні, або не хоче мене.	я також хочу, але людина, яку я цікавлюся, знаходиться в іншій країні або не взаємодіє зі мною.	uk	1.0	0	1.0	1.0	1
411	ну бо воно годне було хоть і хуйня	ну бо воно годне було хоть і не таке погане	uk	1.0	1	1.0	1.0	1
414	не лижіть один одному тут сраки	не ображайте один одного тут	uk	1.0	0	1.0	1.0	1
419	А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.	Пошук програмістів в твітері, це як пошукати працівників в супермаркеті.	uk	1.0	1	1.0	1.0	1
420	В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.	У мене мало друзів у цьому житті, справді, як пальців на одній руці.	uk	1.0	1	1.0	1.0	1
428	Зранку як прокинусь вже ж буде готове?	Зранку коли я прокинусь, чи буде вже готове?	uk	1.0	1	0.5	1.0	1
435	"Я бачу,  фавить усе, де фігурують слова ""хуй"", ""мудак"" і ""підор""."	Я бачу, фаворитую все, де зустрічаються слова.	uk	1.0	1	1.0	1.0	1
449	Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.	Займайтесь іншим, щоб не після цього виходило, що я вас не цінувала.	uk	1.0	0	1.0	1.0	1
450	бля( ні, ну як так можна!	ай, от як так можна!	uk	1.0	1	1.0	1.0	1
455	Може це для різноманітності перестати поводитися як мудак і ображати людей?	Може це для різноманітності перестати демонструвати неадекватну поведінку і образити людей?	uk	1.0	1	1.0	1.0	1
457	Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн	Досі так незручно, це просто дуже погано, вчасно я в Карму прийшов канєшн.	uk	0.5	1	1.0	1.0	1
460	та я нарешті ту шарагу блядську закінчу і від липня я вся твоя)	Я нарешті цю роботу завершу і з липня я твоя.	uk	1.0	1	1.0	1.0	1
461	ну 7 +-, поки ще дойшовтака хуйня	ну 7 +-, поки ще прийшло таке	uk	0.5	1	1.0	1.0	1
475	а в Львові, то ж блять вважай БігТвіттор із вочінг ю)))	У Львові, вважай БігТвіттор із вочінг. (In Lviv, consider BigTwitter with watching.)	uk	1.0	1	1.0	1.0	1
479	от шо значіть стараться, коли дєлаєш хуйню.	від чого значить старатися, коли робиш несправедливі речі.	uk	1.0	0	1.0	1.0	1
485	Твою на ліво, я так кожного сранку прокидаюся і без жахіть.	Тобі на ліво, я так кожного ранку прокидаюся і без жахіть.	uk	1.0	1	0.8333333333333334	1.0	1
491	Уявляю, у якому пиздеці ми б жили, якби у нас корупції не було.	Уявляю, у якому хаосі ми б жили, якби у нас не було порушень закону.	uk	1.0	1	1.0	1.0	1
500	надвігающійся, як жопа, дедлайн, знаєтє-лі, стимулює...	надходящий термін, подібний завданню, як ви певно знаєте, мотивує...	uk	1.0	1	1.0	1.0	1
502	Блять, да заїбали обертатись на мене в маршрутці.	Ну натягнули на мене у маршрутці.	uk	1.0	0	1.0	1.0	1
506	Ну привіт вечір, зараз я тебе бездарно проїбу.	Ну привіт вечір, зараз я розкажу тобі дещо цікаве.	uk	1.0	0	1.0	1.0	1
507	Я: АХАХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо дофіга всякого*	Я дуже сміюся, так як це дуже забавно.	uk	1.0	1	0.8333333333333334	1.0	1
508	Читаєш, і ніби це ти сдихаєш від незрозумілої хуйні, а не головний герой.	Читаєш, і ніби це ти сдихаєш від незрозумілої історії, а не головний герой.	uk	1.0	1	1.0	1.0	1
518	Напевно, потрібно починати забивати хуй на нихЩо я, власне, і буду намагатись робити	Напевно, треба починати ігнорувати їх. Це я і буду відтепер робити.	uk	1.0	1	1.0	1.0	1
521	В смислі блять не хоче?	В смислі не хочете?	uk	1.0	1	1.0	1.0	1
535	Зараз згадую та відчуваю неабиякий сором: співаю-то я хуйово.	У цей момент згадую та відчуваю сильний сором: мій спів зараз не задовільний.	uk	1.0	1	1.0	1.0	1
536	Знову купила нові - а вони теж хуйня.	Знову придбала нові речі - а вони також не задовольнили.	uk	1.0	1	1.0	1.0	1
557	вуахаха іба нєхуй мене кусати скотина!	вуахаха іба мене кусати скотина!	uk	1.0	0	0.6666666666666666	0.5	0
564	Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ!	Рекомендую слухати музику в навушниках, а не через динаміки.	uk	1.0	1	1.0	1.0	1
565	Бля,такк ти поводишся так же як ті курви,що зайшли до кімнати Джанк...	Ти себе ведеш як ті, що зайшли до кімнати.	uk	0.5	0	1.0	1.0	1
574	Ссала на їбало того, хто думав, що комусь цікаво, що там лайкають інші.	Хто думав, що комусь цікаво, що там лайкають інші.	uk	1.0	0	1.0	1.0	1
578	Україна таки трошк крутить педалі (доки нє накідалі гг) але до цивілізованого світу ще срать і срать.	Україна таки трошк крутить педалі, але до цивілізованого світу ще не доходить.	uk	0.5	1	1.0	0.5	1
588	Я увесь вечір стібав накшталт: дали субсидію? малаццьі. хуйня ето, главноє, щто Порох в офшори вьівєл тобі тьіщщі доляров.	Я увесь вечір стібав накшталт: дали субсидію? добре. цікаве, головне, що Порох в офшори вьівєл тобі гроші.	uk	0.5	1	1.0	1.0	1
589	какова хуя?! нічо што я тут?	Что это?! Что я здесь делаю?	uk	1.0	0	0.8333333333333334	1.0	1
591	Як би так смішно шуткануть, щоб усі зрозуміли як мені хуйово цього грьобаного ранку?	Як було б гарно посміятися так, щоб усі зрозуміли, що я не дуже радий цьому ранку?	uk	1.0	1	1.0	1.0	1
594	 блять, ти тупо мої думки читаєш :)	Ти просто читаєш мої думки :)	uk	1.0	1	1.0	1.0	1
599	Як людина, в якої від спеки піт скоро почне крапати з очей, прошу грози, просто блять дощу з блискавками.	Як людина, в якої від спеки піт скоро почне крапати з очей, прошу грози, просто дощу з блискавками.	uk	1.0	1	1.0	1.0	1
