Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	toxic_pairwise_score	neutral_fluency	fluency_score
878	चुप कर भोसडीके, कौन सा दूध का धुला है तू	कृपया खामोश रहें, कौन सा सच है तुम्हारे पास	hi	1	0	1.0	1.0	1
906	रंडी की नाजायज औलाद  इस्तीफा दो	कृपया अपना इस्तीफा दें।	hi	1	0	1.0	1.0	1
911	तू कौन है भैनचोद.... चल निकल यहाँ से	तू कौन है...	hi	1	1	1.0	1.0	1
913	भोसडीके जिसने भी इसे इडिट किया है उसे भारत रत्न मिलना चाहिए...	जिसने यह संपादन किया है, उसे सम्मानित होना चाहिए...	hi	1	0	1.0	1.0	1
917	जिसका बाप ही हरामी उसका बेटा क्या बनेगा हरामी की औलाद हरामी ही होंगी।	किसी के पिता कोई बनाम उसके बच्चे कैसे होंगे, वह व्यक्ति उसके नेत्रित्व कौशल की वर्चस्विता के आधार पर मान्यता के ांधकारिक।	hi	1	0	1.0	0.5	0
919	भांड सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नही बस जीत से मतलब है |	सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई संबंध नहीं बस जीत से संबंध है |	hi	1	0	1.0	1.0	1
923	भारत की रंडी मीडिया के कुछ रण्डी और भड़वे  एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है।   	भारत की मीडिया के कुछ एंकरों ने भारत को बहुत ही स्तर पर लाकर खड़ा कर दिया है।	hi	1	1	1.0	1.0	1
932	अरे भाई कोई मर्द है जो इस रंडी को सबक सिखा सके	अरे भाई, कोई व्यक्ति है जो इस व्यक्ति को उपयुक्त सिखाने में पूरी मदद कर सके।	hi	1	1	1.0	1.0	1
948	एक सूअर दूसरों को दिल्ली से दूर ले जा रहा है..	एक जानवर दूसरों को दिल्ली से दूर ले जा रहा है।	hi	1	1	0.8333333333333334	1.0	1
963	कितना बड़ा मादरचोद है तु	तु कितना बड़ा है	hi	1	0	1.0	1.0	1
972	मजहब देख कर कैंडल मार्च निकालने वालो  तुमसे अच्छे तो कुत्ते है	मजहब देख कर कैंडल मार्च निकालने वालो  तुमसे बेहतर तो कुत्ते हैं।	hi	1	1	0.5	1.0	1
973	भोंसड़ी के कैसी इज्जत देते हो बे?	तुम कितनी इज्जत देते हो, भाई?	hi	1	0	1.0	1.0	1
977	हंस मत भोसडीके... अपनी अपनी परंपरा है	हंस मत... अपनी अपनी परंपरा है।	hi	1	1	1.0	1.0	1
979	क्या मालूम भोसडीके अपनी मां बहनों को भी ऐसे ही बोलता हो रंडी !!	क्या पता अपनी बहनों को ऐसे ही बोलता हो!!	hi	1	1	1.0	1.0	1
980	ज़िंदगी की यही रीत हैं..!  पीठ पीछे सब कमीने  और सामने सब स्वीट हैं..!  	ज़िंदगी की यही रीत हैं..! पीठ पीछे सभी और सामने सभी हैं..!	hi	1	1	1.0	1.0	1
985	सही है सुअर सुअर ही होता है |	सही है होता है |	hi	1	1	1.0	1.0	1
999	चल निकल तेरी मां की चूत भोसडीके	चल निकल तेरी मां की	hi	1	1	0.8333333333333334	1.0	1
1000	मुंह में दहीं जम जायेगा। भडवा बोलेगा तक नहीं	मुंह में दहीं जम जाएगा, बात कहेगा तक नहीं।	hi	1	1	1.0	1.0	1
1006	नौटकिबाजी करना कोई इस हलाल की पैदाइश से सिखे   रंडी हरामी	कोई इस हलाल की पैदाइश से सिखे	hi	1	0	1.0	1.0	1
1008	लड़का ; पापा पोकेट मनी बढ़ा दो जिम जोईन करना है ....  बाप ; आंड़ खुजाते बोला ... भोसडिके बाथरूम को तो जिम बना रखा है	बेटा ; पिताजी, कृपया पैसे देकर व्यायामशाला में शामिल हो लो .... पिताजी ; उसने बोला ... बाथरूम को भी तो जिम बना दिया है	hi	1	0	1.0	1.0	1
1011	अगर वो ऐक्टिंग छोड़ रही है़ तो तुझे कीड़े काहे कुलबुला रहे हैं	अगर वो ऐक्टिंग छोड़ रही है़ तो तुझे काहे रहे हैं	hi	1	1	1.0	1.0	1
1014	आप लौड़े ने अधिकार छीने और हमने अधिकार दिए हैं	आप ने अधिकार छीने और हमने अधिकार दिए हैं।	hi	1	1	1.0	1.0	1
1019	अजी ये गाँड फ़टी का भड़वा है 	अरे ये बहुत गंदा है। (Hey, this is very dirty.)	hi	1	0	1.0	1.0	1
1020	आज के बाद उसका नाम तमीज से लेना वरना तुम्हारी मां चोद	आज के बाद उसका नाम संभालकर लेना, वरना तुम्हारी जिम्मेदारी में है।	hi	1	1	1.0	1.0	1
1028	गजब बुमराह डंडा गाँड़ में घुसा दिया	गजब बुमराह, डंडा में घुसा दिया।	hi	1	1	0.8333333333333334	1.0	1
1035	लेकिन ऐसा भी कंही नही लिखा कि दूसरे धर्म की हम गांड मार ले ।	लेकिन किसी ऐसे बात को भी नहीं लिखना चाहिए जो दूसरे धर्मों का अपमान करे।	hi	1	1	0.6666666666666666	1.0	1
1049	टीआरपी के चक्कर में जितनी गाली खायी है अगर उससे पेट ना भरा हो तो और कुछ नौटन्की करो.	टीआरपी के चक्कर में जितना दुख हुआ है, अगर उससे पेट ना भरा हो तो इसे ठीक करने के उपाय खोजें।	hi	1	1	1.0	1.0	1
1050	ये देखो मादरचोद धर्म भी बदल लिया	ये देखो धर्म भी बदल लिया।	hi	1	1	1.0	1.0	1
1055	जनता को भी तो मालूम चलना चाहिए कि कितना जान निगल गए हो तुम लोग ..	सभी को जानकारी होनी चाहिए कि कितना अस्वीकृत हो चुका है तुम लोग ..	hi	1	0	0.5	1.0	1
1057	ये संघी भड़वा सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर	ये व्यक्ति सबसे ज्यादा नेगेटिविटी का व्यापार करता है अपने चैनल पर।	hi	1	1	1.0	1.0	1
1060	सुअर कि औलाद जो दिल्ली में हुआ वो क्या था उस पर तेरी कोई प्रतिक्रिया नहीं आयीं ?	दिल्ली में जो हुआ, वह क्या था? उस पर तेरी कोई प्रतिक्रिया नहीं आयीं?	hi	1	0	1.0	1.0	1
1061	नीम का पत्ता कड़वा है, जो उन सालो की मदद कर रहा है वो सरकार साली भड़वी है |	नीम के पत्ते काढ़े होते हैं, लेकिन उन सालों की मदद कर रही सरकार कानूनी है।	hi	1	1	1.0	1.0	1
1075	शर्म आनी चाहिये हरामी को अभी भी बगल में बैठा है मादरचोद ।	शर्म आनी चाहिये हरामी को अभी भी बगल में बैठा है।	hi	1	1	1.0	1.0	1
1079	क्रिकेट की कसम तुमारी गांड तोड़ देंगे..	क्रिकेट की कसम, तुम्हारी मदद करेंगे।	hi	1	1	1.0	1.0	1
1085	सारी सरकार रंडी रोना करती दिखती..	सारी सरकार रोना करती दिखती..	hi	1	1	1.0	1.0	1
1091	कुछ कमीने क़त्ल कर देते है	कुछ गलत काम कर देते हैं	hi	1	0	1.0	1.0	1
1100	बहनचोद भीख मांगने मे हमेशा आगे क्यों रहते हो ?	मदद मांगने मे हमेशा आगे क्यों रहते हो ?	hi	1	0	1.0	1.0	1
1102	अबे भो्‍सड़ीके GB रोड की पैदाइश क्यू इतना राहुल गांधी का मूत पीते हो ?	हे GB रोड की पैदाइश क्यों इससे इतना राहुल गांधी का उपाय करते हो ?	hi	1	0	1.0	1.0	1
1106	अब तो सच बोल दे भोसडीके	अब सच बोल दें, कृपया.	hi	1	1	1.0	1.0	1
1107	जो कमीने लोग ये कह रहे है कि एयर स्ट्राइक सेना ने किया मोदीजी ने नही,	जो लोग ये कह रहे है कि एयर स्ट्राइक सेना ने किया मोदीजी ने नही,	hi	1	1	1.0	1.0	1
1108	तो भैनचोद क्या नींबू पानी और  क्या रसना    	क्या नीबू पानी और क्या रसना	hi	1	1	1.0	1.0	1
1118	बहन बेटी की इज्जत लुटवाएँगे  और फ़िर बेटी बढ़ाओ-बेटी बचाओ का नारा बेशर्मों की तरह लगाएंगे।	भाई बेटी की अभिमान ख़तम करेंगे और फिर बेटी प्रोत्साहित करें - बेटी उचित सुरक्षित करें का नारा शांत रुप से लगाएगे।	hi	1	1	0.6666666666666666	1.0	1
1121	जायरा वसीम को लेके जो रंडी का रोना रो रही है	जायरा वसीम अपनी भावनाओं को बयां कर रही है.	hi	1	1	0.6666666666666666	1.0	1
1135	बाकी सब लोग तो चुतियापा करने के लिए पैदा हुए है .	सभी लोगों की जन्म उद्देश्य खुशी मनाना है।	hi	1	0	1.0	1.0	1
1136	इस को पहले अरेस्ट करके खूब कुटाई करनी चाहिए जैसे सिनेमा में दिखाते हैं 	इसको पहले से पकड़ा जाकर सुनवाई करनी चाहिए, जैसे फिल्मों में दिखाते हैं।	hi	1	0	0.8333333333333334	1.0	1
1157	भेनचोद अब कहा गया इस देश का गांडु कानुन हद हो गयी	अब कहाँ गया है इस देश का कानून हद हो गयी।	hi	1	0	1.0	1.0	1
1164	दलाल मीडिया को भड़वा गिरी करने के लिए काम पर लगा देते है ?	क्या मीडिया को काम के लिए इस्तेमाल कर देते हैं?	hi	1	0	1.0	1.0	1
1165	गोदी मीडिया का ऐतिहासिक दोगलापन |	मीडिया का ऐतिहासिक अभिगमन।	hi	1	0	1.0	1.0	1
1174	इन लान्डीयो को पता है की सूअर मीडिया कूछ नही कहेगा।	यह लोग जानते हैं कि मीडिया कुछ नहीं कहेगा।	hi	1	0	1.0	1.0	1
1178	क्योंकि उसने तुझे बुलाना छोड़ दिया है ना तलवा चाटने के लिए 	क्योंकि उसने तुझे बुलाना छोड़ दिया है	hi	1	1	1.0	1.0	1
1188	बुखारी का बुखार और गांड का खुमार दोनों निकाल देंगे	फीवर का फीवर और निचले हिस्से का नशा दोनों हटा देंगे	hi	1	0	1.0	1.0	1
1189	इसमे भोसडीके कहां से आ गए ?	इसमें कहां से आ गए?	hi	1	1	1.0	1.0	1
1191	दलाली क्यों करती है ? तेरी खुजली हम मिटा देंगे!	क्यों करती है ?	hi	1	0	1.0	1.0	1
1194	बाकी का मीडिया सूअर बिका हुआ है। बिकाऊ सूअर मीडिया।	बाकी का मीडिया अच्छा है। अच्छा मीडिया।	hi	1	1	1.0	1.0	1
1199	वही या रंडिया है रंडी केकोठे के गुलाम.	वह या उसका नामी व्यक्ति है।	hi	1	0	1.0	1.0	1
