Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	neutral_fluency	fluency_score	toxic_pairwise_score
1340	这个鸡佬，喜欢精神胜利，是一个辣鸡	这只喜欢精神上的胜利的,不好.	zh	1.0	1	1.0	1	1.0
1346	或许可以接受一个同性恋在自己周围，但是接受一对同性恋在自己周围搂搂抱抱和亲嘴的话，我觉得还是头皮发麻像看见老鼠一样害怕的	我可以接受一个同性恋,	zh	1.0	0	1.0	1	0.6666666666666666
1349	楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目??，赶紧置顶羞辱	我记得这是一个普希金女士关于男性状况的帖子	zh	0.5	1	1.0	1	0.8333333333333334
1354	我同事女朋友和黑人搞了，??，他吓一跳，立马去医院，爱就一个滋??	我同事的女朋友和一个黑人做爱,	zh	0.5	1	1.0	1	0.6666666666666666
1358	日本这次为了sb政治正确，所谓修正别人排外的观点。，才搞了一堆混血运动员，这简直是nt。不过日本本身混血比例很低。	现在日本正试图保持政治正确,	zh	1.0	1	1.0	1	1.0
1366	我女的想法和你一样我也厌女	我女儿的想法和你一样仇视女性	zh	1.0	1	1.0	1	1.0
1376	普信男：都怪老师太漂亮穿的裙子太短！	这位老师太漂亮了,子太短了!	zh	1.0	1	0.0	0	0.6666666666666666
1383	其实我对男同怎么的还真没什么看法，我歧视的是在到处瞎叫唤男男的女生，她们没觉得自己很恶心吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????	我对男人的看法并不好,	zh	1.0	1	1.0	1	1.0
1386	所以我为啥要在乎白皮的歧视呢？我生活在中国呀	我在中国生活,	zh	1.0	1	1.0	1	1.0
1388	你们活该罢了，雪崩之时没有一片雪花是无辜的	你应该活着,没有雪花是无辜的在暴风雪	zh	1.0	1	0.0	0	0.6666666666666666
1403	正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑	什么是对的?什么是错的,是	zh	1.0	1	0.0	0	1.0
1407	舔狗让他死就行了，杀鸡儆猴么，一个舔狗不死，其他舔狗怎么觉醒？	狗让他死,杀了他,一个狗没有死,怎么做	zh	1.0	1	0.0	0	0.8333333333333334
1414	??我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好恶心。??	我认为大多数人有点奇怪,有些人甚至说他们支持同性恋	zh	1.0	1	1.0	1	0.6666666666666666
1415	深柜竟在反同身边	柜在对面的另一边.	zh	1.0	0	0.5	0	0.8333333333333334
1418	还有人说默是人？	能否说一个巴是人?	zh	1.0	0	0.0	0	1.0
1422	活该，谁叫你们接盘的	这叫你们悔改的人是谁?	zh	1.0	1	1.0	1	1.0
1431	如果真的是男的，则废物测试没通过	如果是男性, 废弃物测试是不通过的.	zh	1.0	1	1.0	1	0.6666666666666666
1433	上海河南广东，春晚三大被黑惨烈的地方，春晚一向这么搞很恶心的	上海,河南,广东,这三个地方春天	zh	1.0	1	0.0	0	0.6666666666666666
1436	总而言之，现在就是女人最好的年代，不作妖，处女，整容的能好看，找一个中产阶级以上轻轻松松。也不知道女拳哪里不满>_<，或许整容也整不出来？	总之,这是女性最好的时机,	zh	1.0	0	1.0	1	1.0
1446	再一个，眼睛不要的话，这边建议您捐出去呢	另一个,如果你不想要你的眼睛, 我建议你捐赠他们.	zh	1.0	1	1.0	1	0.6666666666666666
1447	至于普信男，呵呵那些金针菇除了抱团取暖就没有别的本事。游艇？你让普信男变魔术还是变魔法呀	对于普鲁士人来说,金针只能给他们温暖和拥抱.	zh	1.0	0	1.0	1	1.0
1449	很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条	虽然这不是正常的要求,	zh	1.0	1	1.0	1	1.0
1453	一个烂货，有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。	婚姻不好,有丈夫,有孩子,	zh	1.0	0	1.0	1	1.0
1464	你??我好心相劝却被基佬拉黑	你认为我是一个好顾问,而我被基惩罚	zh	1.0	1	0.0	0	0.8333333333333334
1465	其实韩国人。。。娘炮。。。??????	"韩国人被称为""少女炮"""	zh	1.0	0	1.0	1	0.6666666666666666
1469	南满:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南满:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。	我们不吃北方的食物, 我们吃南方的食物.	zh	1.0	1	1.0	1	0.8333333333333334
1472	混血，眼睛是蓝色，混了白皮猪的血	混血,蓝眼睛,混血的白猪	zh	1.0	1	1.0	1	0.5
1475	母狗冲进来啦	狗母正在来.	zh	1.0	0	1.0	1	0.6666666666666666
1478	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理	躺着并不意味着放弃战斗,	zh	1.0	1	1.0	1	0.6666666666666666
1506	黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。	黑人女性生育如此之快的原因是黑人女性没有大脑来怀孕	zh	1.0	0	0.0	0	1.0
1511	又不喜欢小黑来国内。	我不喜欢黑人来到这个国家.	zh	1.0	0	1.0	1	1.0
1513	拳师的台词我都预备好了：歧视，歧视，还是歧视??	我已经准备好了拳击手的话:歧视,歧视还是歧视?	zh	1.0	1	1.0	1	0.8333333333333334
1517	鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	由于环境影响, 结直肠癌已经成为一种异常群体,	zh	1.0	0	1.0	1	0.6666666666666666
1519	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢	喜欢篮球是正常的,	zh	1.0	0	1.0	1	1.0
1523	崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??	黑人跪在黑人拜的	zh	1.0	1	0.0	0	1.0
1532	下贱的杂种	后代	zh	1.0	0	1.0	1	0.6666666666666666
1548	基佬举报的呗	基伍省警方的报告	zh	1.0	0	1.0	1	1.0
1563	应该把你这种黄皮黑比物理阉割	你应该因为皮肤黄,	zh	0.5	1	0.0	0	0.6666666666666666
1572	是弯弯还是小崽子，如实交代得了	这是一个子或子,这是一个真正的交易	zh	1.0	1	0.0	0	1.0
1573	嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑	嫁给我是半遗传, 和黑人男人的孩子和	zh	1.0	1	0.0	0	0.8333333333333334
1577	那你为啥要用甄嬛传的图？人家那可都是正常性取向，沙峦	对于一个正常的性取向,	zh	1.0	0	0.0	0	0.6666666666666666
1579	说明一切地域歧视者都是蠢或者坏！或者二者兼备	"""世界地理""一篇文章是对最近事件的评论"	zh	1.0	1	1.0	1	0.6666666666666666
1580	我国那么多老艺术家离世的时候尼孝子们也没这么悲伤过	尼奇约人从来没有如此悲伤, 当我们这么多的老艺术家	zh	1.0	1	0.0	0	1.0
1585	带头的属于是恰烂钱的，跟风的就是铁nt	领导的是有钱的人,	zh	1.0	0	1.0	1	1.0
1599	现在被基佬删了	现在被Kidzania删除	zh	1.0	1	1.0	1	1.0
1600	幕刃不值得同情	这故事不值得同情.	zh	1.0	0	1.0	1	1.0
1606	txl能不能滚出反同吧，你们没有自己的吧吗？	你不能从相反的角度出发,你没有自己的吗?	zh	1.0	1	0.0	0	1.0
1608	你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。	我看到你的帖子时想起了你.	zh	1.0	0	1.0	1	1.0
1611	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分舔狗都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	现在的男性权力最大的错误是反击,	zh	1.0	0	1.0	1	1.0
1614	有的人不打拳，却比拳师更恶心	有些人不打拳, 但他们比拳击手更糟糕	zh	1.0	1	1.0	1	0.8333333333333334
1619	小仙女是这样的捏	小妖精就是这样	zh	1.0	1	1.0	1	0.6666666666666666
1620	这酒十分地珍贵，应该让小仙女先喝。	这酒是如此珍贵, 应该给小仙女第一.	zh	1.0	1	0.0	0	0.16666666666666666
1628	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	这太可怕了,因为之前,我们学校有一个同性恋男孩	zh	1.0	0	1.0	1	1.0
1635	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续PUA压榨国男？	小妖精已经去非洲找到自由的爱情,你还想要	zh	1.0	1	1.0	1	0.5
1649	在现实中唯唯诺诺，在网络中像圣母一样支持黑人	实际上,维维亚诺是网上的支持者,	zh	1.0	0	0.0	0	1.0
1650	杀软谐音，狗才用	狗是杀死那些柔和的声音的人.	zh	1.0	0	1.0	1	0.8333333333333334
1655	不过不会就是嘿嘿吧？	但这不仅仅是,是吗?	zh	1.0	1	0.0	0	1.0
1657	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入反同	支持:让我们清理湖里的食物,	zh	0.5	1	1.0	1	0.6666666666666666
1660	国内的女拳忽悠别人终身不婚，忽悠别人单亲养子??	问题是,为什么这个国家的女性会忽视那些终身单身的女性?	zh	1.0	1	1.0	1	1.0
1661	对待黑蛆直接清空弹夹完事	黑天的处置是清洁的.	zh	1.0	0	0.0	0	0.6666666666666666
1675	所以没错为什么改？直接普信男小仙女打起来啊	现在,我们要改变它,	zh	1.0	1	1.0	1	0.6666666666666666
1679	没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	没有问题,这不是很多狗吗?	zh	1.0	1	1.0	1	0.6666666666666666
1685	有些幕刃真的是。。。。	有些故事是真实的.	zh	1.0	1	1.0	1	1.0
1691	nm艾特老子干什么	你有什么问题?	zh	0.5	0	1.0	1	0.8333333333333334
1700	男同没皮没脸要借别人的好脸	同性恋者没有皮肤,没有脸,	zh	1.0	0	1.0	1	0.8333333333333334
1702	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派	现在同性恋的接受已经成为主流,	zh	1.0	1	1.0	1	0.8333333333333334
1706	被默光顾过就让默带走啊，留下来祸害同胞？	让沉默被夺走, 让伤害你的兄弟吗?	zh	1.0	1	0.0	0	1.0
1707	舔狗也本来不是结婚去的，骗炮的，骗钱的，女拳自己都知道不靠谱	狗也没有结婚,枪支是装载的,钱被偷了	zh	1.0	1	0.0	0	0.8333333333333334
1708	如果你把基佬打伤，他的伤口沾到你的血或体液，他就会感染hiv。	如果您撞到一只, 伤口进入您的血液或体液,	zh	1.0	0	0.0	0	1.0
1718	屠黑屠绿屠同性，爱国爱党爱人民	对于同性恋,爱国主义和爱国党的屠杀	zh	1.0	1	1.0	1	0.6666666666666666
1721	出来引战就别怕被骂啊母狗	别害怕被召唤去战斗.	zh	1.0	0	1.0	1	1.0
1735	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点ex???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	我认为我有问题是双性恋,	zh	1.0	0	1.0	1	0.6666666666666666
1736	实话实说，这小黑孩的照片我居然感觉有些惊悚	坦白说,我对黑人男孩的照片感到有点惊	zh	1.0	1	1.0	1	1.0
1757	因为默的长相不符合我国大部分人的审美	因为穆尔的外观不符合我们大多数人的美学	zh	1.0	1	1.0	1	1.0
1764	哪来的通讯录怪物	电报中的怪物来自哪里?	zh	1.0	0	1.0	1	1.0
1765	更何况你鬼母阿娜本身就是个二年级辍学的屑	你的鬼母安娜也是第二年学的.	zh	0.0	0	0.0	1	0.6666666666666666
1774	男同喜欢封面上的那种?	我不确定我是否能够做到这一点.	zh	1.0	1	1.0	1	0.8333333333333334
1778	喂喂喂？基佬还能讲话吗	你还能说话吗?	zh	1.0	0	1.0	1	0.6666666666666666
1788	纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！	如果一个黑人能在中国找到一个女人, 他找不到另一个女人	zh	1.0	1	0.0	0	1.0
1789	这张动态图简直把虫类及其它们后代的智商表现淋漓尽致	这张动态地图显示了昆虫及其后代的智商总值	zh	1.0	1	1.0	1	1.0
1791	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军	因为丈夫 (未婚) 和妻子是不公正的.那些年长的	zh	1.0	1	0.0	0	1.0
1794	好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	很好,老人把女拳击活动转变为买香	zh	1.0	1	0.0	0	0.5
1799	我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	我们的女同志们已经达到人类历史上对外国人最宽容的水平.	zh	1.0	1	1.0	1	0.6666666666666666
