Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	neutral_fluency	fluency_score	content_score	toxic_pairwise_score
313	мене і так ніхто не трахне.	Я не вплутаюся в неприємності.	uk	1.0	1	1	0	1.0
317	Може кинути все нахуй і вступити на театральний?	Можемо просто кинути всі речі і зайти в театр?	uk	1.0	1	1	0	1.0
319	Не зря, ой сука не зря зробив шенген на 5 років	Не дивно, що він працював у Шенгенському регіоні 5 років.	uk	1.0	1	1	0	1.0
323	так, блять, де вічний двигун	Де машина вічного руху?	uk	1.0	1	1	1	1.0
332	"експертний висновок роботи Фоменка від : ""Міг би тоді і Бойка випустити. мудак"" #UKRPOL"	"експертна думка про роботу Фоменка з: ""Бойк міг бути"	uk	1.0	1	1	0	1.0
348	Не думала, що боляче намагатись бути поряд коли людині похуй,або ж кохати її 	Я не думала, що це шкодить, щоб спробувати бути поруч з людиною або любити їх	uk	1.0	1	1	0	1.0
363	ох, тримайся. в мене теж зараз період пиздеця, хай стане краще.	Я теж в період, тому, сподіваюся, це	uk	1.0	1	1	0	1.0
372	Усе хуйня, а красива білизна - то святе.	Всі красиві нижні білизни священні.	uk	1.0	1	1	0	1.0
373	'жопа. навіть я колись це ім''я вживав) але я не дописав ту річ)'	Так, я колись використовував це ім'я, але я не писав цю річ.	uk	1.0	1	1	0	1.0
377	Я і не квжу, що йому похуй, чи зющо він неякісно зробив роботу.	Мені байдуже, що він зробив або чому він зробив погану роботу.	uk	0.5	1	1	0	1.0
379	Усвідомити всю їбанутість власних вчинків.	Щоб усвідомити абсурд того, що вони зробили.	uk	1.0	1	1	1	1.0
380	"Дайте мені мужика, котрий не доводитиме мене до сліз, і я скажу ""Що це за хуйня?"	Дайте мені чоловіка, який не змушує мене плакати, і я скажу:	uk	1.0	1	1	0	1.0
385	та блять ноги витирають, а я терпіти маю	І вони витирають мої ноги, і я буду змушений терпіти це	uk	1.0	1	1	0	1.0
399	Просто зберігаю картинки і хуярю :D	Просто зберігаю фотографії і переміщуюся.	uk	1.0	1	1	0	1.0
400	похуй. я офіційно на 4 курсі і в мене є стипендія. все решта - похуй	Я офіційно студент четвертого курсу і маю стипендію.	uk	1.0	1	1	1	1.0
406	чомусь є купа адекватних людей, які після дємбєля не бухають в формі і не розказуютб як трахали когось під Луганськом	Є купа пристойних людей, які не входять у форму після Демб	uk	1.0	1	1	0	1.0
408	 я теж, але бля, той, кого хочу, або в іншій країні, або не хоче мене.	Я теж, але хлопець, якого я хочу, або в іншій країні, або не хоче	uk	1.0	1	1	1	1.0
411	ну бо воно годне було хоть і хуйня	Ну, це було добре, але це було погано.	uk	1.0	1	1	0	1.0
414	не лижіть один одному тут сраки	Не лижте тут один одному носа.	uk	1.0	1	1	0	1.0
419	А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.	Шукати програмістів в Твіттері - це як шукати шлюх у супермаркеті.	uk	1.0	1	1	1	0.5
420	В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.	У мене так само мало друзів, як пальців на одній руці.	uk	1.0	1	1	1	1.0
428	Зранку як прокинусь вже ж буде готове?	Вона буде готова, коли прокинеться вранці, так?	uk	1.0	1	1	1	0.5
435	"Я бачу,  фавить усе, де фігурують слова ""хуй"", ""мудак"" і ""підор""."	"Я бачу, тобі подобається все, що говорить ""Мені байдуже""."	uk	1.0	1	1	0	1.0
449	Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.	Ти не лижеш його, і як дівчина, ти не любиш мене	uk	1.0	1	1	0	1.0
450	бля( ні, ну як так можна!	Ні, ні, ні, ні, ні.	uk	1.0	1	1	0	1.0
455	Може це для різноманітності перестати поводитися як мудак і ображати людей?	Можливо, це для різноманітності, щоб перестати діяти невідповідно і ображати людей?	uk	1.0	1	1	1	1.0
457	Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн	Все ще так незручно, це просто погана річ, я вчасно до Карми	uk	0.5	1	1	0	1.0
460	та я нарешті ту шарагу блядську закінчу і від липня я вся твоя)	Але я нарешті закінчу це і до липня я буду твоїм.	uk	1.0	1	1	0	1.0
461	ну 7 +-, поки ще дойшовтака хуйня	Ну, сім плюс мінус, поки ти вже в цьому.	uk	0.5	1	1	0	1.0
475	а в Львові, то ж блять вважай БігТвіттор із вочінг ю)))	Але у Львові, вони подумають, що BigTwitter - це годинник.	uk	1.0	1	1	0	1.0
479	от шо значіть стараться, коли дєлаєш хуйню.	Ось що таке важка робота, коли ти поганий.	uk	1.0	1	1	0	1.0
485	Твою на ліво, я так кожного сранку прокидаюся і без жахіть.	Зліва від тебе, я прокидаюся щоранку без жодного страху.	uk	1.0	1	1	1	1.0
491	Уявляю, у якому пиздеці ми б жили, якби у нас корупції не було.	Я можу лише уявити, в якому б безладі ми опинилися, якби не корупція.	uk	1.0	1	1	1	1.0
500	надвігающійся, як жопа, дедлайн, знаєтє-лі, стимулює...	Ти знаєш, що ти як крайній термін, ти знаєш, ти стимулюєш.	uk	1.0	1	1	0	1.0
502	Блять, да заїбали обертатись на мене в маршрутці.	Так, вони повернулися на мене в автобусі.	uk	1.0	1	1	0	1.0
506	Ну привіт вечір, зараз я тебе бездарно проїбу.	Добрий вечір, я збираюся вам дати гарну промову.	uk	1.0	1	1	0	1.0
507	Я: АХАХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо дофіга всякого*	"Я кажу: ""Аххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххххх"	uk	1.0	1	1	0	0.6666666666666666
508	Читаєш, і ніби це ти сдихаєш від незрозумілої хуйні, а не головний герой.	Ти читаєш це так, ніби ти - той, хто дихає від якоїсь поганої речі і	uk	1.0	1	1	0	1.0
518	Напевно, потрібно починати забивати хуй на нихЩо я, власне, і буду намагатись робити	Напевно, почнемо їх бити, що я і зроблю, і я спробую зробити	uk	1.0	1	1	0	1.0
521	В смислі блять не хоче?	Що ти маєш на увазі, ти не хочеш заплутатися?	uk	1.0	1	1	0	1.0
535	Зараз згадую та відчуваю неабиякий сором: співаю-то я хуйово.	Я пам'ятаю зараз і мені соромно, що я співаю.	uk	1.0	1	1	0	1.0
536	Знову купила нові - а вони теж хуйня.	Я купила нові, і вони теж не хороші.	uk	1.0	1	1	1	1.0
557	вуахаха іба нєхуй мене кусати скотина!	Я не дозволю тварині укусити мене!	uk	1.0	1	1	0	1.0
564	Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ!	Слухайте музику через навушники, а не через динамічні пухлини!	uk	1.0	1	1	0	1.0
565	Бля,такк ти поводишся так же як ті курви,що зайшли до кімнати Джанк...	То ти ведеш себе як ті дівчата, які прийшли в кімнату Джунка.	uk	0.5	1	1	1	1.0
574	Ссала на їбало того, хто думав, що комусь цікаво, що там лайкають інші.	Я злився на всіх, хто думав, що когось цікавить, що подобається іншим людям.	uk	1.0	1	1	0	1.0
578	Україна таки трошк крутить педалі (доки нє накідалі гг) але до цивілізованого світу ще срать і срать.	Україна все ще трохи педалює (ще не), але цивілізований світ	uk	0.5	1	1	0	1.0
588	Я увесь вечір стібав накшталт: дали субсидію? малаццьі. хуйня ето, главноє, щто Порох в офшори вьівєл тобі тьіщщі доляров.	"Я всю ніч думала, ""Чи це субсидовано?"" Ось що я хочу сказати,"	uk	0.5	1	1	0	1.0
589	какова хуя?! нічо што я тут?	Що я тут роблю?	uk	1.0	1	1	0	1.0
591	Як би так смішно шуткануть, щоб усі зрозуміли як мені хуйово цього грьобаного ранку?	Як вони могли так смішно жартувати, щоб всі знали, як я погано сьогодні вранці?	uk	1.0	1	1	1	1.0
594	 блять, ти тупо мої думки читаєш :)	Ти читаєш мої думки.	uk	1.0	1	1	1	1.0
599	Як людина, в якої від спеки піт скоро почне крапати з очей, прошу грози, просто блять дощу з блискавками.	Як людина, чиї очі збираються капати від зною, я прошу	uk	1.0	1	1	0	1.0
