Unnamed: 0	toxic_sentence	neutral_sentence	lang	toxic_fluency	content_score	neutral_fluency	fluency_score	toxic_pairwise_score
1464	你??我好心相劝却被基佬拉黑	你??我好心相劝却被拉黑	zh	1.0	1	1.0	1	0.6666666666666666
1465	其实韩国人。。。娘炮。。。??????	其实韩国人。。。。。。??????	zh	1.0	1	1.0	1	0.6666666666666666
1469	南满:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南满:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。	:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。	zh	1.0	1	1.0	1	0.5
1472	混血，眼睛是蓝色，混了白皮猪的血	混血，眼睛是蓝色，了的血	zh	1.0	1	0.0	0	1.0
1475	母狗冲进来啦	冲进来啦	zh	1.0	1	1.0	1	0.6666666666666666
1478	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理	躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反反到底，某些想想是不是这么个道理	zh	1.0	1	0.5	0	1.0
1506	黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。	黑人繁殖快的原因是怀孕，哺育。	zh	1.0	1	1.0	1	0.6666666666666666
1511	又不喜欢小黑来国内。	又不喜欢来国内。	zh	1.0	1	1.0	1	1.0
1513	拳师的台词我都预备好了：歧视，歧视，还是歧视??	的台词我都预备好了：，，还是??	zh	1.0	1	0.0	0	0.6666666666666666
1517	鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	鉴于由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。	zh	1.0	1	1.0	1	0.6666666666666666
1519	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢	nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换犯复活的呢	zh	1.0	1	0.5	0	0.8333333333333334
1523	崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??	崇拜黑人的男孩至少不给黑人生猴子的吧？??	zh	1.0	1	1.0	1	0.5
1532	下贱的杂种	的	zh	1.0	0	0.0	0	1.0
1548	基佬举报的呗	举报的呗	zh	1.0	1	1.0	1	0.6666666666666666
1563	应该把你这种黄皮黑比物理阉割	应该把你这种黄皮物理	zh	0.5	1	0.0	0	0.6666666666666666
1572	是弯弯还是小崽子，如实交代得了	是还是，如实交代得了	zh	1.0	1	0.0	0	0.6666666666666666
1573	嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑	嫁娶我看都一样，都是一半基因。黑男黄女和黄男生的孩子都一样黑	zh	1.0	1	1.0	1	0.3333333333333333
1577	那你为啥要用甄嬛传的图？人家那可都是正常性取向，沙峦	那你为啥要用甄嬛传的图？人家那可都是正常性取向，	zh	1.0	1	1.0	1	1.0
1579	说明一切地域歧视者都是蠢或者坏！或者二者兼备	说明一切地域者都是或者坏！或者二者兼备	zh	1.0	1	0.5	0	0.5
1580	我国那么多老艺术家离世的时候尼孝子们也没这么悲伤过	我国那么多老艺术家离世的时候们也没这么悲伤过	zh	1.0	1	1.0	1	1.0
1585	带头的属于是恰烂钱的，跟风的就是铁nt	带头的属于是恰烂钱的，跟风的就是铁	zh	1.0	1	0.5	0	0.6666666666666666
1599	现在被基佬删了	现在被删了	zh	1.0	1	1.0	1	1.0
1600	幕刃不值得同情	不值得同情	zh	1.0	1	1.0	1	1.0
1606	txl能不能滚出反同吧，你们没有自己的吧吗？	能不能滚出吧，你们没有自己的吧吗？	zh	1.0	1	1.0	1	1.0
1608	你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。	你这帖子一发，我就想到你太美。我们说他长得是个你们又不同意。	zh	1.0	1	0.5	0	0.6666666666666666
1611	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分舔狗都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	男权最大的错误就是现在就反击了，欲令其亡，先令其狂。大部分都绝望了才是出手时机，出手太早只会让她们温和的处于优势地位，就像房地产尾大不掉。	zh	1.0	1	1.0	1	0.6666666666666666
1614	有的人不打拳，却比拳师更恶心	有的人不，却比更	zh	1.0	1	0.0	0	1.0
1619	小仙女是这样的捏	小是这样的捏	zh	1.0	1	1.0	1	0.8333333333333334
1620	这酒十分地珍贵，应该让小仙女先喝。	这酒十分地珍贵，应该让小先喝。	zh	1.0	1	0.0	0	1.0
1628	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	zh	1.0	1	1.0	1	0.5
1635	小仙女都去非洲追求自由爱情了，你还想着要她们回来？回来干啥？回来继续PUA压榨国男？	小都去非洲追求自由爱情了，你还想着要她们回来？回来啥？回来继续PUA压榨国男？	zh	1.0	1	1.0	1	0.6666666666666666
1649	在现实中唯唯诺诺，在网络中像圣母一样支持黑人	在现实中唯唯诺诺，在网络中像一样支持黑人	zh	1.0	1	0.5	0	0.6666666666666666
1650	杀软谐音，狗才用	杀软谐音，才用	zh	1.0	1	1.0	1	1.0
1655	不过不会就是嘿嘿吧？	不过不会就是吧？	zh	1.0	1	1.0	1	0.6666666666666666
1657	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入反同	支持：沙湖清真食品吧，我是回族吧，回民贴吧吧，伊斯俩目吧。加入	zh	0.5	1	0.5	1	0.8333333333333334
1660	国内的女拳忽悠别人终身不婚，忽悠别人单亲养子??	国内的忽悠别人终身不婚，忽悠别人单亲养子??	zh	1.0	1	1.0	1	0.8333333333333334
1661	对待黑蛆直接清空弹夹完事	对待黑直接清空弹夹完事	zh	1.0	1	1.0	1	0.6666666666666666
1675	所以没错为什么改？直接普信男小仙女打起来啊	所以没错为什么改？直接男小打起来啊	zh	1.0	1	1.0	1	0.6666666666666666
1679	没事，不是说舔狗很多吗？幕刃召唤舔狗就算了	没事，不是说很多吗？召唤就算了	zh	1.0	1	0.5	0	0.6666666666666666
1685	有些幕刃真的是。。。。	有些真的是。。。。	zh	1.0	1	1.0	1	0.6666666666666666
1691	nm艾特老子干什么	艾特老子	zh	0.5	1	1.0	1	0.5
1700	男同没皮没脸要借别人的好脸	没皮没脸要借别人的好脸	zh	1.0	1	1.0	1	1.0
1702	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派	政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示居然就成为了反面派	zh	1.0	1	1.0	1	0.6666666666666666
1706	被默光顾过就让默带走啊，留下来祸害同胞？	被默光顾过就让带走啊，留下来祸害同胞？	zh	1.0	1	1.0	1	0.3333333333333333
1707	舔狗也本来不是结婚去的，骗炮的，骗钱的，女拳自己都知道不靠谱	也本来不是结婚去的，骗炮的，骗钱的，自己都知道不靠谱	zh	1.0	1	1.0	1	0.6666666666666666
1708	如果你把基佬打伤，他的伤口沾到你的血或体液，他就会感染hiv。	如果你把打伤，他的伤口沾到你的血或体液，他就会感染hiv。	zh	1.0	1	0.5	0	0.6666666666666666
1718	屠黑屠绿屠同性，爱国爱党爱人民	屠绿屠同性，爱国爱党爱人民	zh	1.0	1	1.0	1	0.5
1721	出来引战就别怕被骂啊母狗	出来引战就别怕被啊	zh	1.0	1	0.0	0	0.6666666666666666
1735	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点ex???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	我觉得我也思想有点问题，是个女生双性恋，但是我觉得女女可接受（因为我也是）但是我觉得男男有点???我一度怀疑自己是不是毛病...明明自己也是被这个世界不认可的人居然会有这种思想，真的很不好意思	zh	1.0	1	1.0	1	0.3333333333333333
1736	实话实说，这小黑孩的照片我居然感觉有些惊悚	实话实说，这孩的照片我居然感觉有些惊悚	zh	1.0	1	1.0	1	0.6666666666666666
1757	因为默的长相不符合我国大部分人的审美	因为的长相不符合我国大部分人的审美	zh	1.0	1	0.0	0	0.6666666666666666
1764	哪来的通讯录怪物	哪来的怪物	zh	1.0	1	1.0	1	1.0
1765	更何况你鬼母阿娜本身就是个二年级辍学的屑	更何况你本身就是个二年级辍学的屑	zh	0.0	1	0.0	1	0.6666666666666666
1774	男同喜欢封面上的那种?	喜欢封面上的那种?	zh	1.0	1	1.0	1	0.3333333333333333
1778	喂喂喂？基佬还能讲话吗	喂喂喂？还能吗	zh	1.0	1	1.0	1	0.6666666666666666
1788	纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！	纯黑都能在中国找到女人，还会找不到？只会越来越多！！	zh	1.0	1	1.0	1	0.6666666666666666
1789	这张动态图简直把虫类及其它们后代的智商表现淋漓尽致	这张动态图简直把及其它们后代的表现淋漓尽致	zh	1.0	1	1.0	1	0.6666666666666666
1791	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军	因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络的主力军	zh	1.0	1	1.0	1	0.6666666666666666
1794	好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼	好家伙，整活老哥把的活性转然后买抖+推给粉丝炸鱼	zh	1.0	1	0.5	0	0.5
1799	我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	我们的妇女对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢	zh	1.0	1	1.0	1	0.3333333333333333
